Lista;Grupo;FamIlia;Especie.Simplificado;NomeComum;CategoriaAmeaCa;Status;Bioma;PrincipaisAmeacas;PresencaAreasProtegidas;PAN;OrdenamentoPesqueiro ;Nivel.Protecao.Estrategia.Nacional;Especie.exclusiva.Brasil;EstadosOcorrencia
Flora;Angiospermas;Malpighiaceae;Heteropterys bahiensis;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Distribuição Restrita;Sim;Não;Não;2;Sim;"BA; ES"
Flora;Angiospermas;Malpighiaceae;Heteropterys brasiliensis;-;Em Perigo (EN);EN;Mata Atlântica;Desenvolvimento e Infraestrutura;Sim;Não;Não;2;Sim;SP
Flora;Angiospermas;Malpighiaceae;Heteropterys bullata;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Malpighiaceae;Heteropterys capixaba;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Malpighiaceae;Heteropterys conformis;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Malpighiaceae;Heteropterys crinigera;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"RJ; SP"
Flora;Angiospermas;Malpighiaceae;Heteropterys dusenii;-;Vulnerável (VU);VU;Cerrado;Agropecuária, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"PR; RS; SC"
Flora;Angiospermas;Malpighiaceae;Heteropterys fragilis;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;"ES; RJ"
Flora;Angiospermas;Malpighiaceae;Heteropterys hatschbachii;-;Criticamente em Perigo (CR);CR;Cerrado;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;MS
Flora;Angiospermas;Malpighiaceae;Heteropterys marginata;-;Em Perigo (EN);EN;Cerrado;Agropecuária;Sim;Não;Não;2;Sim;MT
Flora;Angiospermas;Malpighiaceae;Heteropterys megaptera;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"BA; ES; RJ"
Flora;Angiospermas;Malpighiaceae;Heteropterys oberdanii;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"BA; ES; PE"
Flora;Angiospermas;Malpighiaceae;Heteropterys occhionii;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Distribuição Restrita;Sim;Não;Não;2;Sim;RJ
Flora;Angiospermas;Malpighiaceae;Heteropterys sanctorum;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Distribuição Restrita;Sim;Não;Não;2;Informação não disponível;RJ
Flora;Angiospermas;Malpighiaceae;Heteropterys ternstroemiifolia;-;Em Perigo (EN);EN;Mata Atlântica;Assentamentos Humanos: Cidades;Sim;Sim;Não;2;Sim;SP
Flora;Angiospermas;Malpighiaceae;Heteropterys thyrsoidea;-;Em Perigo (EN);EN;Mata Atlântica;Indústrias, Agropecuária, Distribuição Restrita;Sim;Não;Não;2;Sim;SP
Flora;Angiospermas;Rubiaceae;Hindsia glabra;-;Em Perigo (EN);EN;Mata Atlântica;Queimadas;Sim;Sim;Não;2;Sim;RJ
Flora;Angiospermas;Rubiaceae;Hindsia ibitipocensis;-;Criticamente em Perigo (CR);CR;Cerrado;Turismo/Recreação;Não;Não;Não;1;Sim;MG
Flora;Angiospermas;Amaryllidaceae;Hippeastrum angustifolium;-;Vulnerável (VU);VU;"Mata Atlântica; Pampa";Perda de Habitat/Degradação (Induzida por Humanos), Agropecuária, Assentamentos Humanos: Cidades, Barragens;Sim;Não;Não;2;Não;"RS; SP"
Flora;Angiospermas;Amaryllidaceae;Hippeastrum brasilianum;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;"ES; MG; RJ"
Flora;Angiospermas;Amaryllidaceae;Hippeastrum breviflorum;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Assentamentos Humanos: Cidades;Sim;Sim;Não;2;Sim;"RS; SC"
Flora;Angiospermas;Amaryllidaceae;Hippeastrum goianum;-;Em Perigo (EN);EN;Cerrado;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"DF; GO"
Flora;Angiospermas;Amaryllidaceae;Hippeastrum leucobasis;-;Criticamente em Perigo (CR);CR;Cerrado;Agropecuária;Sim;Não;Não;2;Sim;GO
Flora;Angiospermas;Amaryllidaceae;Hippeastrum morelianum;-;Vulnerável (VU);VU;Mata Atlântica;Turismo/Recreação, Agropecuária, Queimadas;Sim;Sim;Não;3;Sim;"MG; RJ; SP"
Flora;Angiospermas;Amaryllidaceae;Hippeastrum papilio;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Extração de Não Madereiras, Transporte Terrestre/Aéreo;Sim;Não;Não;2;Sim;"SC; RS"
Flora;Angiospermas;Amaryllidaceae;Hippeastrum psittacinum;-;Em Perigo (EN);EN;Mata Atlântica;Mineração, Extração direta/Coleta;Sim;Não;Não;2;Sim;"MG; PR; SP"
Flora;Angiospermas;Amaryllidaceae;Hippeastrum reginae;-;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";Perda de Habitat/Degradação (Induzida por Humanos);Sim;Sim;Não;2;Não;"DF; ES; MT; MS; MG; RJ; SC; SP"
Flora;Angiospermas;Amaryllidaceae;Hippeastrum santacatarina;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Sim;Sim;Não;2;Sim;"PR; SC; RS"
Flora;Angiospermas;Amaryllidaceae;Hippeastrum striatum;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Não;"BA; SE; ES; MG; RJ; SP; PR; RS; SC"
Flora;Angiospermas;Amaryllidaceae;Hippeastrum vittatum;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Sim;Não;Não;2;Não;"PR; SC"
Fauna;Peixes Marinhos;Syngnathidae;Hippocampus erectus;Cavalo-marinho;Vulnerável (VU);VU;Marinho;"Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição";Sim;Sim;Sim;2;Não;"AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP"
Fauna;Peixes Marinhos;Syngnathidae;Hippocampus patagonicus;Cavalo-marinho;Vulnerável (VU);VU;Marinho;"Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição";Sim;Sim;Sim;2;Não;"AL; BA;  ES; PE; PI; PR; RJ; SC; SE; SP"
Fauna;Peixes Marinhos;Syngnathidae;Hippocampus reidi;Cavalo-marinho;Vulnerável (VU);VU;Marinho;"Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição";Sim;Sim;Sim;2;Não;"AL; BA; CE; ES; MA;  PB; PE; PI; PR; RJ; RN; SC; SE; SP"
Flora;Angiospermas;Malpighiaceae;Hiraea bullata;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"BA; ES"
Flora;Angiospermas;Malpighiaceae;Hiraea wiedeana;-;Em Perigo (EN);EN;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;"PR; RJ; SP"
Flora;Angiospermas;Chrysobalanaceae;Hirtella insignis;-;Em Perigo (EN);EN;Mata Atlântica;Plantação de Madereiras, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;"AL; BA; ES"
Flora;Angiospermas;Chrysobalanaceae;Hirtella parviunguis;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Agropecuária;Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Chrysobalanaceae;Hirtella santosii;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Malvaceae;Hochreutinera hasslerana;-;Em Perigo (EN);EN;"Pampa; Pantanal";Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Não;"MT; MS; RS"
Flora;Angiospermas;Orchidaceae;Hoehneella heloisae;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Asteraceae;Hoehnephytum almasense;-;Em Perigo (EN);EN;"Caatinga; Cerrado";Agropecuária, Queimadas, Extração de Madeira;Sim;Não;Não;2;Informação não disponível;BA
Flora;Angiospermas;Orchidaceae;Hoffmannseggella briegeri;-;Em Perigo (EN);EN;Cerrado;Turismo/Recreação;Sim;Sim;Não;3;Sim;MG
Flora;Angiospermas;Orchidaceae;Hoffmannseggella caulescens;-;Em Perigo (EN);EN;Cerrado;Mineração;Sim;Sim;Não;3;Sim;MG
Flora;Angiospermas;Orchidaceae;Hoffmannseggella endsfeldzii;-;Criticamente em Perigo (CR);CR;Cerrado;Turismo/Recreação;Não;Não;Não;2;Sim;MG
Flora;Angiospermas;Orchidaceae;Hoffmannseggella ghillanyi;-;Em Perigo (EN);EN;Cerrado;Turismo/Recreação;Sim;Sim;Não;3;Sim;MG
Flora;Angiospermas;Orchidaceae;Hoffmannseggella gloedeniana;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Queimadas, Agropecuária, Mineração, Turismo/Recreação, Espécies Invasoras, Extração Direta;Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Orchidaceae;Hoffmannseggella kautskyana;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Extração Direta, Mineração, Queimadas, Espécies Invasoras, Agropecuária, Mineração, Turismo/Recreação;Não;Não;Não;2;Sim;ES
Flora;Angiospermas;Orchidaceae;Hoffmannseggella milleri;-;Criticamente em Perigo (CR);CR;Cerrado;Mineração;Não;Não;Não;2;Sim;MG
Flora;Angiospermas;Orchidaceae;Hoffmannseggella mixta;-;Em Perigo (EN);EN;Mata Atlântica;Mineração, Espécies Invasoras, Agropecuária, Turismo/Recreação, Extração Direta, Queimadas;Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Orchidaceae;Hoffmannseggella munchowiana;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Não;Não;Não;2;Sim;ES
Flora;Angiospermas;Bromeliaceae;Hohenbergia castellanosii;-;Em Perigo (EN);EN;Mata Atlântica;Assentamentos Humanos: Cidades;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Bromeliaceae;Hohenbergia correia-araujoi;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Vazio;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Bromeliaceae;Hohenbergia littoralis;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Sim;Não;Não;2;Sim;BA
Fauna;Peixes Continentais;Characidae;Hollandichthys taramandahy;Lambari-listrado;Em Perigo (EN);EN;"Mata Atlântica; Pampa";Mineracao;Sim;Sim;Sim;2;Sim;"RS; SC"
Fauna;Anfíbios;Craugastoridae;Holoaden bradei;Rãzinha-verrugosa-da-serra-de-brade;Criticamente em Perigo (CR);CR;Mata Atlântica;Ameaca Desconhecida;Sim;Sim;Não;4;Sim;"MG; RJ"
Fauna;Anfíbios;Craugastoridae;Holoaden luederwaldti;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;Ameaca Desconhecida;Sim;Sim;Não;4;Sim;"MG; RJ; SP"
Flora;Angiospermas;Asteraceae;Holocheilus hieracioides;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária, Espécies Invasoras;Sim;Não;Não;2;Não;"RS; SC"
Flora;Angiospermas;Asteraceae;Holocheilus monocephalus;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária, Espécies Invasoras;Não;Não;Não;1;Informação não disponível;"SC; RS"
Fauna;Invertebrados Terrestres;Coenagrionidae;Homeoura lindneri;Libélula;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades";Sim;Não;Não;2;Não;SP
Fauna;Répteis;Phyllodactylidae;Homonota uruguayensis;Gecko-do-campo;Vulnerável (VU);VU;Pampa;"Agropecuária; Mudanca Na Dinamica Das Especies Nativas";Sim;Sim;Não;2;Não;RS
Fauna;Peixes Continentais;Loricariidae;Hopliancistrus tricornis;Bodó-seda;Em Perigo (EN);EN;Amazônia;"Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia";Sim;Sim;Sim;2;Sim;PA
Flora;Angiospermas;Annonaceae;Hornschuchia alba;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Distúrbio Humano, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Sim;Não;2;Sim;RJ
Flora;Angiospermas;Annonaceae;Hornschuchia cauliflora;-;Em Perigo (EN);EN;Mata Atlântica;Extração de Madeira, Distribuição Restrita, Perda de Habitat/Degradação (Induzida por Humanos), Agropecuária;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Annonaceae;Hornschuchia obliqua;-;Em Perigo (EN);EN;Mata Atlântica;Agropecuária, Extração de Madeira, Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Orchidaceae;Houlletia brocklehurstiana;-;Em Perigo (EN);EN;Mata Atlântica;Queimadas;Sim;Não;Não;3;Sim;"ES; PR; RJ; SP"
Flora;Angiospermas;Melastomataceae;Huberia carvalhoi;mundururu;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Sim;Não;Não;2;Sim;BA
Flora;Angiospermas;Melastomataceae;Huberia espiritosantensis;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Melastomataceae;Huberia pirani;-;Em Perigo (EN);EN;Cerrado;Vazio;Sim;Sim;Não;2;Sim;MG
Flora;Angiospermas;Humiriaceae;Humiriastrum spiritu-sancti;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;ES
Fauna;Invertebrados Terrestres;Nymphalidae;Hyalyris fiammetta;Borboleta;Criticamente em Perigo (CR)/Possivelmente Extinto (PEX);CR/PEX;"Cerrado; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades";Não;Sim;Não;1;Sim;"ES; MG; RJ"
Fauna;Invertebrados Terrestres;Nymphalidae;Hyalyris leptalina leptalina;Borboleta;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Sim;Não;1;Sim;Informação não disponível
Flora;Angiospermas;Violaceae;Hybanthus albus;-;Criticamente em Perigo (CR);CR;Caatinga;Agropecuária;Sim;Não;Não;2;Sim;"BA; MG"
Flora;Angiospermas;Araliaceae;Hydrocotyle langsdorffii;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Agropecuária, Queimadas, Extração de Madeira;Sim;Não;Não;2;Informação não disponível;"PR; RJ; RS; SC; SP "
Fauna;Répteis;Dipsadidae;Hydrodynastes melanogigas;Cobra-d'água-grande-do-tocantins;Em Perigo (EN);EN;Cerrado;"Assentamento Humano:cidades; Outras Atividades Econômicas:Energia";Sim;Sim;Não;2;Sim;Informação não disponível
Fauna;Aves;Caprimulgidae;Hydropsalis candicans;Bacurau-de-rabo-branco;Vulnerável (VU);VU;Cerrado;Queimadas;Sim;Sim;Não;3;Não;"GO; ES; MG; MS; MT; RJ; SP"
Fauna;Aves;Dendrocolaptidae;Hylexetastes brigidai;Arapaçu-de-loro-cinza;Vulnerável (VU);VU;Amazônia;"Agropecuária; Queimadas";Sim;Sim;Não;3;Sim;"MT; PA"
Fauna;Aves;Grallariidae;Hylopezus paraensis;Torom-do-pará;Vulnerável (VU);VU;Amazônia;Agropecuária;Sim;Sim;Não;3;Sim;PA
Fauna;Aves;Vireonidae;Hylophilus ochraceiceps rubrifrons;Vite-vite-uirapuru;Vulnerável (VU);VU;Amazônia;Agropecuária;Sim;Sim;Não;2;Sim;"MA; MT; PA; TO"
Flora;Angiospermas;Fabaceae;Hymenaea parvifolia;jutaí;Vulnerável (VU);VU;Amazônia;Extração de Madeira;Sim;Não;Não;2;Não;"AC; AM; PA; RO; RR; MA; PI; MT"
Flora;Angiospermas;Fabaceae;Hymenolobium excelsum;-;Vulnerável (VU);VU;Amazônia;Extração Direta;Sim;Não;Não;2;Sim;"AM; PA"
Flora;Pteridófitas;Hymenophyllaceae;Hymenophyllum sampaioanum;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Assentamentos Humanos: Cidades, Queimadas;Sim;Não;Não;2;Sim;RJ
Flora;Pteridófitas;Hymenophyllaceae;Hymenophyllum silveirae;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Mineração;Sim;Não;Não;2;Sim;MG
Fauna;Peixes Continentais;Loricariidae;Hypancistrus zebra;Cascudo-zebra-imperial;Criticamente em Perigo (CR);CR;Amazônia;"Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia";Não;Sim;Sim;2;Sim;PA
Flora;Angiospermas;Lamiaceae;Hypenia aristulata;-;Criticamente em Perigo (CR);CR;Cerrado;Vazio;Sim;Sim;Não;2;Sim;GO
Flora;Angiospermas;Lamiaceae;Hypenia crispata;-;Em Perigo (EN);EN;Cerrado;Vazio;Sim;Sim;Não;2;Sim;GO
Flora;Angiospermas;Lamiaceae;Hypenia micrantha;-;Em Perigo (EN);EN;Cerrado;Vazio;Sim;Não;Não;2;Sim;MT
Flora;Angiospermas;Lamiaceae;Hypenia subrosea;-;Em Perigo (EN);EN;Cerrado;Vazio;Sim;Sim;Não;3;Sim;GO
Flora;Angiospermas;Hypericaceae;Hypericum mutilum;-;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";Plantação de Madereiras;Sim;Sim;Não;2;Não;"MG; PR; RS; SC; SP"
Fauna;Peixes Continentais;Characidae;Hyphessobrycon coelestinus;Desconhecido;Em Perigo (EN);EN;Cerrado;Assentamento Humano:cidades;Sim;Sim;Sim;2;Sim;"DF; GO"
Fauna;Peixes Continentais;Characidae;Hyphessobrycon duragenys;Lambari;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Poluição";Não;Sim;Não;1;Sim;SP
Fauna;Peixes Continentais;Characidae;Hyphessobrycon flammeus;Tetra-vermelho;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Poluição";Sim;Sim;Não;2;Sim;"RJ; SP"
Fauna;Invertebrados Terrestres;Vesperidae;Hypocephalus armatus;Carocha;Vulnerável (VU);VU;"Caatinga; Cerrado";"Agropecuária; Extracao Direta:Caça/Pesca";Sim;Não;Não;1;Sim;"BA; MG"
Fauna;Aves;Thamnophilidae;Hypocnemis ochrogyna;Cantador-ocráceo;Vulnerável (VU);VU;Amazônia;Agropecuária;Sim;Sim;Não;4;Não;"MT; RO"
Flora;Angiospermas;Cyperaceae;Hypolytrum amorimii;-;Criticamente em Perigo (CR);CR;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos);Sim;Não;Não;2;Sim;ES
Flora;Angiospermas;Cyperaceae;Hypolytrum bahiense;-;Em Perigo (EN);EN;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Assentamentos Humanos: Cidades;Sim;Não;Não;2;Informação não disponível;BA
Flora;Angiospermas;Cyperaceae;Hypolytrum lucennoi;-;Vulnerável (VU);VU;Mata Atlântica;Perda de Habitat/Degradação (Induzida por Humanos), Agropecuária, Espécies Invasoras;Sim;Não;Não;2;Informação não disponível;"BA; ES"
Flora;Angiospermas;Cyperaceae;Hypolytrum paraense;-;Em Perigo (EN);EN;"Amazônia; Cerrado";Perda de Habitat/Degradação (Induzida por Humanos), Extração para Combustível;Não;Não;Não;1;Sim;PA
Fauna;Peixes Continentais;Anostomidae;Hypomasticus thayeri;Timburé;Em Perigo (EN);EN;Mata Atlântica;"Especies Exoticas; Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Poluição";Sim;Sim;Não;3;Sim;"ES; MG; SP"
Fauna;Peixes Marinhos;Epinephelidae;Hyporthodus nigritus;Cherne-negro ;Em Perigo (EN);EN;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"BA; ES; PR; RJ; RS; SC; SP"
Fauna;Peixes Marinhos;Epinephelidae;Hyporthodus niveatus;Cherne-verdadeiro;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"AL; BA; CE; ES; PB; PE; PR; RJ; RN; RS; SC; SE; SP"
Fauna;Invertebrados Terrestres;Streptaxidae;Hypselartemon alveus;Caracol;Vulnerável (VU);VU;Mata Atlântica;"Assentamento Humano:cidades; Desastres Naturais; Queimadas";Não;Não;Não;0;Sim;RJ
Fauna;Anfíbios;Hylidae;Hypsiboas curupi;Desconhecido;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Outras Atividades Econômicas:Energia";Sim;Sim;Não;2;Não;"RS; SC"
Fauna;Anfíbios;Hylidae;Hypsiboas cymbalum;Desconhecido;Criticamente em Perigo (CR)/Possivelmente Extinto (PEX);CR/PEX;Mata Atlântica;Poluição;Sim;Sim;Não;4;Sim;SP
Fauna;Anfíbios;Hylidae;Hypsiboas semiguttatus;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;2;Sim;"PR; SC"
Fauna;Peixes Continentais;Rivulidae;Hypsolebias adornatus;Peixe-anual;Vulnerável (VU);VU;Caatinga;Extracao Direta:Caça/Pesca;Não;Não;Não;1;Sim;BA
Fauna;Peixes Continentais;Rivulidae;Hypsolebias alternatus;Peixe-anual;Vulnerável (VU);VU;Cerrado;"Agropecuária; Assentamento Humano:cidades";Não;Sim;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias auratus;Peixe-anual;Criticamente em Perigo (CR);CR;Cerrado;Agropecuária;Não;Sim;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias brunoi;Peixe-anual;Vulnerável (VU);VU;Cerrado;"Agropecuária; Extracao Direta:Caça/Pesca";Não;Não;Não;1;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Hypsolebias carlettoi;Peixe-anual;Criticamente em Perigo (CR);CR;Caatinga;Extracao Direta:Caça/Pesca;Não;Não;Não;1;Sim;BA
Fauna;Peixes Continentais;Rivulidae;Hypsolebias fasciatus;Peixe-anual;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias flammeus;Peixe-da-chuva;Em Perigo (EN);EN;Cerrado;Outras Atividades Econômicas:Energia;Sim;Sim;Não;2;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Hypsolebias flavicaudatus;Peixe-anual;Criticamente em Perigo (CR);CR;"Caatinga; Mata Atlântica";Agropecuária;Não;Não;Não;1;Sim;PE
Fauna;Peixes Continentais;Rivulidae;Hypsolebias fulminantis;Peixe-anual;Criticamente em Perigo (CR);CR;"Caatinga; Cerrado";"Agropecuária; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Industrias";Não;Sim;Não;1;Sim;BA
Fauna;Peixes Continentais;Rivulidae;Hypsolebias ghisolfii;Peixe-anual;Criticamente em Perigo (CR);CR;"Caatinga; Cerrado";"Agropecuária; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Industrias";Não;Sim;Não;1;Sim;BA
Fauna;Peixes Continentais;Rivulidae;Hypsolebias gibberatus;Peixe-anual;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias guanambi;Peixe-anual;Vulnerável (VU);VU;Caatinga;Outras Atividades Econômicas:Transporte;Não;Não;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias harmonicus;Peixe-anual;Vulnerável (VU);VU;Caatinga;Agropecuária;Não;Não;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias hellneri;Peixe-anual;Em Perigo (EN);EN;"Caatinga; Cerrado";Agropecuária;Sim;Sim;Não;2;Sim;"BA; MG"
Fauna;Peixes Continentais;Rivulidae;Hypsolebias igneus;Peixe-anual;Criticamente em Perigo (CR);CR;Caatinga;Extracao Direta:Caça/Pesca;Não;Não;Não;1;Sim;BA
Fauna;Peixes Continentais;Rivulidae;Hypsolebias janaubensis;Peixe-anual;Criticamente em Perigo (CR);CR;"Caatinga; Cerrado";Assentamento Humano:cidades;Não;Não;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias longignatus;Peixe-anual;Vulnerável (VU);VU;Caatinga;Agropecuária;Não;Não;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias lopesi;Peixe-anual;Vulnerável (VU);VU;Caatinga;Agropecuária;Não;Não;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias macaubensis;Peixe-anual;Criticamente em Perigo (CR);CR;Caatinga;Agropecuária;Não;Não;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias magnificus;Peixe-anual;Em Perigo (EN);EN;"Caatinga; Cerrado";Agropecuária;Sim;Sim;Não;2;Sim;"BA; MG"
Fauna;Peixes Continentais;Rivulidae;Hypsolebias marginatus;Peixe-da-chuva;Criticamente em Perigo (CR);CR;Cerrado;Agropecuária;Não;Sim;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias mediopapillatus;Peixe-anual;Vulnerável (VU);VU;"Caatinga; Cerrado";"Agropecuária; Extracao Direta:Caça/Pesca";Não;Não;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias multiradiatus;Peixe-da-chuva;Criticamente em Perigo (CR);CR;Cerrado;"Agropecuária; Outras Atividades Econômicas:Energia";Não;Sim;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias nielseni;Peixe-anual;Em Perigo (EN);EN;Cerrado;Agropecuária;Não;Não;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias notatus;Peixe-da-chuva;Em Perigo (EN);EN;Cerrado;"Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;2;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Hypsolebias picturatus;Peixe-anual;Vulnerável (VU);VU;"Caatinga; Cerrado";Agropecuária;Não;Não;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias rufus;Peixe-anual;Criticamente em Perigo (CR);CR;Cerrado;Outras Atividades Econômicas:Transporte;Não;Sim;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias similis;Peixe-anual;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Sim;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias stellatus;Peixe-anual;Em Perigo (EN);EN;Cerrado;Assentamento Humano:cidades;Não;Sim;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias tocantinensis;Desconhecido;Criticamente em Perigo (CR);CR;Cerrado;Agropecuária;Não;Não;Não;1;Sim;MA
