"Supplied Name","guid","scientificName","family","kingdom","family","status","statusSource"
"Aechmea maasii E. Gouda & W. Till  ","326926","Aechmea maasii","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Pitcairnia decidua L. B. Sm.","328421","Pitcairnia decidua","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Cryptanthus pseudoglaziovii Leme","327532","Cryptanthus pseudoglaziovii","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Vernonia appariciana G. M. Barroso",,,,,,"V","Vulnerável"
"Stromanthe porteana Griseb.","337391","Stromanthe porteana","Marantaceae",,"Marantaceae","V","Vulnerável"
"Begonia espiritosantensis E. L. Jacques & Mamede","326259","Begonia espiritosantensis","Begoniaceae",,"Begoniaceae","CR","CriticamEm Perigote em Perigo"
"Sinningia speciosa (Lodd.) Hiern.","333219","Sinningia speciosa","Gesneriaceae",,"Gesneriaceae","V","Vulnerável"
"Qualea magna Kuhlm.","283305","Qualea magna","Vochysiaceae",,"Vochysiaceae","EN","Em Perigo"
"Siparuna glossostyla Perkins","335591","Siparuna glossostyla","Siparunaceae",,"Siparunaceae","EN","Em Perigo"
"Bulbophyllum arianeae Fraga & Smidt","342906","Bulbophyllum arianeae","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Erisma arietinum M. L. Kawas.","283266","Erisma arietinum","Vochysiaceae",,"Vochysiaceae","V","Vulnerável"
"Mascagnia chlorocarpa (A. Juss.) Griseb.","321560","Mascagnia chlorocarpa","Malpighiaceae",,"Malpighiaceae","V","Vulnerável"
"Epidendrum caldense Barb. Rodr.","343753","Epidendrum caldense","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Begonia itaguassuensis Brade","326345","Begonia itaguassuensis","Begoniaceae",,"Begoniaceae","EN","Em Perigo"
"Oxalis cytisoides C. Mart. ex Zucc.","274187","Oxalis cytisoides","Oxalidaceae",,"Oxalidaceae","V","Vulnerável"
"Dryadella suzanae (Pabst) Luer",,,,,,"CR","CriticamEm Perigote em Perigo"
"Vriesea racinae L. B. Sm.","329100","Vriesea racinae","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Oncidium cornigerum Lindl.","363787","Oncidium cornigerum","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Orthophytum fosterianum L. B. Sm.","328331","Orthophytum fosterianum","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Oxalis doceana Lourteig","274198","Oxalis doceana","Oxalidaceae",,"Oxalidaceae","EN","Em Perigo"
"Elaphoglossum acrocarpum (Mart.) T. Moore","347142","Elaphoglossum acrocarpum","Dryopteridaceae",,"Dryopteridaceae","V","Vulnerável"
"Acanthostachys pitcairnioides (Mez) Rauh & Barthlott","326663","Acanthostachys pitcairnioides","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Cnemidaria uleana (Samp.) R. M. Tryon","390070","Cnemidaria uleana","Cyatheaceae",,"Cyatheaceae","V","Vulnerável"
"Cryptanthus latifolius Leme","327497","Cryptanthus latifolius","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Pleurothallis translucida Barb. Rodr.","301711","Pleurothallis translucida","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Stemodia veronicoides J. A. Schmidt","275769","Stemodia veronicoides","Plantaginaceae",,"Plantaginaceae","EN","Em Perigo"
"Dracontioides desciscens (Schott) Engl.","324443","Dracontioides desciscens","Araceae",,"Araceae","EN","Em Perigo"
"Campylocentrum parahybunense (Barb. Rodr.) Rolfe","343043","Campylocentrum parahybunense","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Licania belemii Prance","287123","Licania belemii","Chrysobalanaceae",,"Chrysobalanaceae","EN","Em Perigo"
"Bradea bicornuta Brade",,,,,,"CR","CriticamEm Perigote em Perigo"
"Myoxanthus seidelii (Pabst) Luer","344782","Myoxanthus seidelii","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Thelypteris montana Salino","350542","Thelypteris montana","Thelypteridaceae",,"Thelypteridaceae","EN","Em Perigo"
"Cololobus rupestris (Gardner) H. Rob.","373242","Cololobus rupestris","Asteraceae",,"Asteraceae","V","Vulnerável"
"Alcantarea roberto-kautskyi Leme","327158","Alcantarea roberto-kautskyi","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Merianthera burlemarxii Wurdack","338236","Merianthera burlemarxii","Melastomataceae",,"Melastomataceae","CR","CriticamEm Perigote em Perigo"
"Xylobium colleyi (Bateman ex Lindl.) Rolfe","346260","Xylobium colleyi","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Pleurothallis conspersa Hoehne","364229","Pleurothallis conspersa","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Paullinia riodocensis Somner","383112","Paullinia riodocensis","Sapindaceae",,"Sapindaceae","V","Vulnerável"
"Bixa arborea Huber","326645","Bixa arborea","Bixaceae",,"Bixaceae","V","Vulnerável"
"Capanemia fluminensis Pabst","343083","Capanemia fluminensis","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Aechmea guarapariensis E. Pereira & Leme","326868","Aechmea guarapariensis","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Billbergia minarum","327259","Billbergia minarum","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Pitcairnia burle-marxii Braga & Sucre","328410","Pitcairnia burle-marxii","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Vriesea weberi E. Pereira & I. A. Penna","329217","Vriesea weberi","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Bulbophyllum weddellii (Lindl.) Rchb. f.","342988","Bulbophyllum weddellii","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Oxalis impatiens Vell.","274231","Oxalis impatiens","Oxalidaceae",,"Oxalidaceae","EN","Em Perigo"
"Tibouchina quartzophila Brade","339098","Tibouchina quartzophila","Melastomataceae",,"Melastomataceae","CR","CriticamEm Perigote em Perigo"
"Adelothecium bogotense (Hampe) Mitt.","359565","Adelothecium bogotense","Adelotheciaceae",,"Adelotheciaceae","V","Vulnerável"
"Heteropterys oberdanii Amorim","335972","Heteropterys oberdanii","Malpighiaceae",,"Malpighiaceae","EN","Em Perigo"
"Scuticaria kautskyi Pabst","345800","Scuticaria kautskyi","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Bifrenaria leucorrhoda Rchb. f.","361646","Bifrenaria leucorrhoda","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Notothylas breutelii (Gottsche) Gottsche","363377","Notothylas breutelii","Notothyladaceae",,"Notothyladaceae","V","Vulnerável"
"Vriesea languida L. B. Sm.","328953","Vriesea languida","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Bradea kuhlmannii Brade","278685","Bradea kuhlmanni","Rubiaceae",,"Rubiaceae","CR","CriticamEm Perigote em Perigo"
"Peperomia psilostachya","275006","Peperomia psilostachya","Piperaceae",,"Piperaceae","EN","Em Perigo"
"Pleurothallis bradei Schltr.","364198","Pleurothallis bradei","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Lepidaploa cotoneaster  (Willd. ex Spreng.) H. Rob.","312587","Lepidaploa cotoneaster","Asteraceae",,"Asteraceae","V","Vulnerável"
"Zelometeorium patens (Hook.) Manuel","359812","Zelometeorium patens","Brachytheciaceae",,"Brachytheciaceae","V","Vulnerável"
"Bifrenaria aureofulva (Hook.) Lindl.","342777","Bifrenaria aureofulva","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Oxandra reticulata Maas  ","375987","Oxandra reticulata","Annonaceae",,"Annonaceae","EN","Em Perigo"
"Capanemia thereziae Barb. Rodr.","343099","Capanemia thereziae","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Lophopterys floribunda W. R. Anderson & Chas. C. Davis","336035","Lophopterys floribunda","Malpighiaceae",,"Malpighiaceae","EN","Em Perigo"
"Cyrtopodium gigas (Vell.) Hoehne","343544","Cyrtopodium gigas","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Asterostigma lombardii E. G. Gonç.","324412","Asterostigma lombardii","Araceae",,"Araceae","V","Vulnerável"
"Syagrus schizophylla (Mart.) Glassman","284527","Syagrus schizophylla","Arecaceae",,"Arecaceae","CR","CriticamEm Perigote em Perigo"
"Bulbophyllum laciniatum (Barb. Rodr.) Cogn.","293751","Bulbophyllum laciniatum","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Rhipsalis russellii Britton & Rose","368391","Rhipsalis russellii","Cactaceae",,"Cactaceae","EN","Em Perigo"
"Cryptanthus pseudoscaposus L. B. Sm.","327539","Cryptanthus pseudoscaposus","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Aechmea azurea L. B. Sm.","326704","Aechmea azurea","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Epidendrum polyanthum Lindl.",,,,,,"V","Vulnerável"
"Vanilla dietschiana Edwall","305638","Vanilla dietschiana","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Scaevola plumieri (L.) Vahl","333274","Scaevola plumieri","Goodeniaceae",,"Goodeniaceae","V","Vulnerável"
"Euterpe edulis Mart.","284430","Euterpe edulis","Arecaceae",,"Arecaceae","V","Vulnerável"
"Mikania microdonta DC.","325607","Mikania microdonta","Asteraceae",,"Asteraceae","V","Vulnerável"
"Calathea widgreni Körn.","337216","Calathea widgrenii","Marantaceae",,"Marantaceae","V","Vulnerável"
"Streptochaeta spicata Schrad. ex Nees  ","278111","Streptochaeta spicata","Poaceae",,"Poaceae","EN","Em Perigo"
"Habenaria fastor Warm.","293989","Habenaria fastor","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Aphelandra gigantea (Rizzini) Profice","368981","Aphelandra gigantea","Acanthaceae",,"Acanthaceae","EN","Em Perigo"
"Pavonia alnifolia A. St.-Hil.","336635","Pavonia alnifolia","Malvaceae",,"Malvaceae","V","Vulnerável"
"Philodendron spirictu-santi Bunting",,,,,,"CR","CriticamEm Perigote em Perigo"
"Stenospermation ulei K. Krause","324673","Stenospermation ulei","Araceae",,"Araceae","CR","CriticamEm Perigote em Perigo"
"Cattleya guttata Lindl.","343192","Cattleya guttata","Orchidaceae",,"Orchidaceae","V","Vulnerável"
"Attalea oleifera Barb. Rodr.","284327","Attalea oleifera","Arecaceae",,"Arecaceae","V","Vulnerável"
"Begonia jairii Brade","334745","Begonia jairii","Begoniaceae",,"Begoniaceae","V","Vulnerável"
"Pleurothallis ruschii Hoehne","364400","Pleurothallis ruschii","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Dyssochroma  viridiflora Miers","349389","Dyssochroma viridiflora","Solanaceae",,"Solanaceae","V","Vulnerável"
"Begonia kuhlmannii Brade","326377","Begonia kuhlmannii","Begoniaceae",,"Begoniaceae","EN","Em Perigo"
"Stigmatosema polyadon (Vell.) Garay",,,,,,"CR","CriticamEm Perigote em Perigo"
"Hoffmannseggella  gloedeniana (Hoehne) Chiron & V. P. Castro","344429","Hoffmannseggella gloedeniana","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Oncidium novaese Ruschi","393492","Oncidium novaesae","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Frullania beyrichiana (Lehm. & Lindend.) Kach. & Schust.","363796","Frullania beyrichiana","Frullaniaceae",,"Frullaniaceae","V","Vulnerável"
"Phymatidium falcifolium Lindl.","345144","Phymatidium falcifolium","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Noteroclada confluens Tayl. ex Hook. & Wils.","365543","Noteroclada confluens","Pelliaceae",,"Pelliaceae","V","Vulnerável"
"Begonia integerrima Spreng.","326338","Begonia integerrima","Begoniaceae",,"Begoniaceae","EN","Em Perigo"
"Neoregelia sanguinea Leme","328106","Neoregelia sanguinea","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Bifrenaria thyrianthina (Loudon) Rchb. f.","293721","Bifrenaria tyrianthina","Orchidaceae",,"Orchidaceae","EN","Em Perigo"
"Odontonema dissitiflorus (Nees) Kuntze","341562","Odontonema dissitiflorum","Acanthaceae",,"Acanthaceae","V","Vulnerável"
"Maranta subterranea J. M. A. Braga  ","337339","Maranta subterranea","Marantaceae",,"Marantaceae","EN","Em Perigo"
"Miconia longicuspis Cogn.","338418","Miconia longicuspis","Melastomataceae",,"Melastomataceae","V","Vulnerável"
"Capanemia micromera Barb. Rodr.","343090","Capanemia micromera","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Elleanthus pusillus Schltr.","314803","Elleanthus pusillus","Orchidaceae",,"Orchidaceae","CR","CriticamEm Perigote em Perigo"
"Aechmea entringeri Leme","326823","Aechmea entringeri","Bromeliaceae",,"Bromeliaceae","V","Vulnerável"
"Banisteriopsis sellowiana (A. Juss.) B. Gates","335723","Banisteriopsis sellowiana","Malpighiaceae",,"Malpighiaceae","CR","CriticamEm Perigote em Perigo"
"Dalbergaria sanguinea (Pers.) Steud.","289804","Dalbergaria sanguinea","Gesneriaceae",,"Gesneriaceae","EN","Em Perigo"
"Calathea musaica (Bull) Bailey-Raffill",,,,,,"EN","Em Perigo"
"Gongora quinquenervis Ruiz & Pav.  ","293980","Gongora quinquenervis","Orchidaceae",,,"EN","Em Perigo"
"Maxillaria minuta Cogn.","294142","Maxillaria minuta","Orchidaceae",,,"EN","Em Perigo"
"Myrcia limae G. M. Barroso & A. L. Peixoto","341307","Myrcia limae","Myrtaceae",,,"V","Vulnerável"
"Oxalis umbraticola A. St.-Hil.","274330","Oxalis umbraticola","Oxalidaceae",,,"EN","Em Perigo"
"Xiphorhynchus guttatus (Lichtenstein, 1820)","142329","Xiphorhynchus guttatus","Dendrocolaptidae",,,"CR","Criticamente em Perigo"
"Carollia brevicauda (Schinz, 1821)","174113","Carollia brevicauda","Phyllostomidae",,,"V","Vulnerável"
"Cichlopsis leucogenys Cabanis, 1851","211812","Cichlopsis leucogenys","Turdidae","Animalia",,"EN","Em Perigo"
"Corythopis delalandi (Lesson, 1831)","154774","Corythopis delalandi","Rhynchocyclidae",,,"EN","Em Perigo"
"Monasa morphoeus (Hahn & Küster, 1823)","215495","Monasa morphoeus","Bucconidae",,,"CR","Criticamente em Perigo"
"Dichotomius schiffleri","255080","Dichotomius (Luederwaldtinia) schiffleri","Scarabaeidae",,,"CR","Criticamente em Perigo"
"Macrobrachium acanthurus","224792","Macrobrachium acanthurus","Palaemonidae",,,"V","Vulnerável"
"Notharchus swainsoni (Gray, 1846)","246617","Notharchus swainsoni","Bucconidae",,,"CR","Criticamente em Perigo"
"Sclerurus mexicanus Sclater, 1856",,,,,,"CR","Criticamente em Perigo"
"Meandrina braziliensis",,,,,,"V","Vulnerável"
"Chaetomys subspinosus (Olfers, 1818)","127266","Chaetomys subspinosus","Erethizontidae",,,"V","Vulnerável"
"Macrobrachium iheringi","255775","Macrobrachium iheringi","Palaemonidae",,,"V","Vulnerável"
"Thoropa Lutzi","264257","Thoropa lutzi","Cycloramphidae",,,"EN","Em Perigo"
"Sporophila falcirostris (Temminck, 1820)","202499","Sporophila falcirostris","Thraupidae","Animalia",,"CR","Criticamente em Perigo"
"Pterodroma arminjoniana (Giglioli & Salvadori, 1868)","172320","Pterodroma arminjoniana","Procellariidae",,,"EN","Em Perigo"
"Simpsonichthys myersi",,,,,,"CR","Criticamente em Perigo"
"Oreaster reticulatus","157463","Oreaster reticulatus","Oreasteridae",,,"V","Vulnerável"
"Spizaetus tyrannus (Wied, 1820)","178817","Spizaetus tyrannus","Accipitridae","Animalia",,"V","Vulnerável"
"Chelonia mydas","139646","Chelonia mydas","Cheloniidae",,,"V","Vulnerável"
"Macrobrachium carcinus","161860","Macrobrachium carcinus","Palaemonidae",,,"V","Vulnerável"
"Schiffornis turdina (Wied, 1831)","140258","Schiffornis turdina","Tityridae",,,"V","Vulnerável"
"Macrobrachium potiuna","255243","Macrobrachium potiuna","Palaemonidae",,,"V","Vulnerável"
"Chiroxiphia pareola (Linnaeus, 1766)","146696","Chiroxiphia pareola","Pipridae",,,"EN","Em Perigo"
"Heliconius nattereri","168389","Heliconius nattereri","Nymphalidae",,,"V","Vulnerável"
"Monodelphis scalops (Thomas, 1888)","114305","Monodelphis scalops","Didelphidae",,,"CR","Criticamente em Perigo"
"Harpia harpyja (Linnaeus, 1758)","210222","Harpia harpyja","Accipitridae","Animalia",,"CR","Criticamente em Perigo"
"Leptagrion acutum","182877","Leptagrion acutum","Coenagrionidae",,,"CR","Criticamente em Perigo"
"Micronycteris hirsuta (Peters, 1869)","206111","Micronycteris hirsuta","Phyllostomidae",,,"V","Vulnerável"
"Dynastes herculis paschoali","211027","Dynastes hercules paschoali","Melolonthidae",,,"CR","Criticamente em Perigo"
"Macrobrachium holthuisi","255749","Macrobrachium holthuisi","Palaemonidae",,,"V","Vulnerável"
"Physeter macrocephalus (Linnaeus, 1758)","268113","Physeter macrocephalus","Physeteridae",,,"V","Vulnerável"
"Triclaria malachitacea (Spix, 1824)","175361","Triclaria malachitacea","Psittacidae",,,"CR","Criticamente em Perigo"
"Claravis godefrida (Temminck, 1811)",,,,,,"CR","Criticamente em Perigo"
"Formicarius colma Boddaert, 1783","166991","Formicarius colma","Formicariidae",,,"V","Vulnerável"
"Eretmochelys imbricata","171196","Eretmochelys imbricata","Cheloniidae",,,"EN","Em Perigo"
"Dermochelys coriacea","268299","Dermochelys coriacea","Dermochelyidae",,,"CR","Criticamente em Perigo"
"Carcharhinus longimanus","128073","Carcharhinus longimanus","Carcharhinidae",,,"V","Vulnerável"
"Ciconia maguari (Gmelin, 1789)","120286","Ciconia maguari","Ciconiidae",,,"CR","Criticamente em Perigo"
"Elacatinus figaro","171534","Elacatinus figaro","Gobiidae",,,"V","Vulnerável"
"Touit surdus (Kuhl, 1820)","206436","Touit surdus","Psittacidae",,,"EN","Em Perigo"
"Puma concolor (Linnaeus, 1771)","131593","Puma concolor","Felidae","Animalia",,"EN","Em Perigo"
"Lampronycteris brachyotis (Dobson, 1879)","268441","Lampronycteris brachyotis","Phyllostomidae",,,"V","Vulnerável"
"Amazona rhodocorytha","238121","Amazona rhodocorytha","Psittacidae",,,"CR","Criticamente em Perigo"
"Idiogomphoides ictinius","202732","Idiogomphoides ictinia","Gomphidae",,,"CR","Criticamente em Perigo"
"Aratinga auricapillus (Kuhl, 1820)","206380","Aratinga auricapillus","Psittacidae",,,"V","Vulnerável"
"Cotinga maculata (Müller, 1776)","156896","Cotinga maculata","Cotingidae",,,"CR","Criticamente em Perigo"
"Passerina brissonii (Linnaeus, 1758)",,,,,,"CR","Criticamente em Perigo"
"Myrmotherula urosticta (Sclater, 1857)","230978","Myrmotherula urosticta","Thamnophilidae",,,"EN","Em Perigo"
"Carcharhinus signatus","128525","Carcharhinus signatus","Carcharhinidae",,,"V","Vulnerável"
"Megasoma gyas gyas","114649","Megasoma (Megasoma) gyas gyas","Melolonthidae",,,"CR","Criticamente em Perigo"
"Perrhybris flava",,,,,,"CR","Criticamente em Perigo"
"Mussismilia braziliensis","125293","Mussismilia braziliensis","Mussidae",,,"V","Vulnerável"
"Phaethornis margarettae (Ruschi, 1972)","241250","Phaethornis margarettae","Trochilidae",,,"CR","Criticamente em Perigo"
"Tapirus terrestris (Linnaeus, 1758)","256113","Tapirus terrestris","Tapiriidae",,,"EN","Em Perigo"
"Trichodactylus petropolitanus","173975","Trichodactylus petropolitanus","Trichodactylidae",,,"V","Vulnerável"
"Sphyrna tiburo","201983","Sphyrna tiburo","Sphyrnidae",,,"V","Vulnerável"
"Leptagrion capixabae","119107","Leptagrion capixabae","Coenagrionidae",,,"CR","Criticamente em Perigo"
"Rivulus nudiventris",,,,,,"V","Vulnerável"
"Cebus robustus (Kuhl,1820)",,,,,,"V","Vulnerável"
"Dasyprocta aguti Linnaeus, 1766",,,,,,"V","Vulnerável"
"Prochilodus vimboides","203432","Prochilodus vimboides","Prochilodontidae",,,"V","Vulnerável"
"Bradypus torquatus Illiger, 1811","269621","Bradypus torquatus","Bradypodidae",,,"EN","Em Perigo"
"Leopardus tigrinus (Schreber, 1775)","226826","Leopardus tigrinus","Felidae","Animalia",,"V","Vulnerável"
"Cnemidophorus nativo",,,,,,"V","Vulnerável"
"Pyrrhura leucotis (Kuhl, 1820)","206579","Pyrrhura leucotis","Psittacidae",,,"EN","Em Perigo"
"Oryzoborus angolensis (Linnaeus, 1766)",,,,,,"CR","Criticamente em Perigo"
"Colostethus Capixaba",,,,,,"CR","Criticamente em Perigo"
"Hyalinobatrachium eurygnathum",,,,,,"V","Vulnerável"
"Sula sula (Linnaeus, 1766)","125998","Sula sula","Sulidae",,,"EN","Em Perigo"
"Hippocampus erectus","160435","Hippocampus erectus","Syngnathidae",,,"V","Vulnerável"
"Crypturellus variegatus (Gmelin, 1789)","265228","Crypturellus variegatus","Tinamidae",,,"EN","Em Perigo"
"Fregata ariel Gray, 1845","230596","Fregata ariel","Fregatidae",,,"CR","Criticamente em Perigo"
"Macrobrachium olfersii","255753","Macrobrachium olfersii","Palaemonidae",,,"V","Vulnerável"
"Lepidochelys olivacea","265273","Lepidochelys olivacea","Cheloniidae",,,"EN","Em Perigo"
"Chelidoptera tenebrosa (Pallas, 1782)","120026","Chelidoptera tenebrosa","Bucconidae",,,"V","Vulnerável"
"Turdus fumigatus Lichtenstein, 1823","180322","Turdus fumigatus","Turdidae","Animalia",,"V","Vulnerável"
"Priodontes maximus (Kerr, 1792)","142297","Priodontes maximus","Dasypodidae",,,"CR","Criticamente em Perigo"
"Chironectes minimus (Zimmermann, 1780)","178881","Chironectes minimus","Didelphidae",,,"CR","Criticamente em Perigo"
"Geotrygon violacea (Temminck, 1810)","120025","Geotrygon violacea","Columbidae",,,"CR","Criticamente em Perigo"
"Megaelosia apuana","187018","Megaelosia apuana","Hylodidae",,,"V","Vulnerável"
"Touit melanonotus (Wied, 1818)","268953","Touit melanonotus","Psittacidae",,,"EN","Em Perigo"
"Carpornis melanocephala (Wied, 1820)","187043","Carpornis melanocephala","Cotingidae",,,"V","Vulnerável"
"Panyptila cayennensis (Gmelin, 1789)","133294","Panyptila cayennensis","Apodidae",,,"EN","Em Perigo"
"Penelope obscura Temminck, 1815","249620","Penelope obscura","Cracidae",,,"V","Vulnerável"
"Spizastur melanoleucus (Vieillot, 1816)",,,,,,"V","Vulnerável"
"Melanerpes flavifrons (Vieillot, 1818)","142952","Melanerpes flavifrons","Picidae",,,"V","Vulnerável"
"Puffinus lherminieri Lesson, 1839","235403","Puffinus lherminieri","Procellariidae",,,"CR","Criticamente em Perigo"
"Laniisoma elegans (Thunberg, 1823)","234647","Laniisoma elegans","Tityridae",,,"V","Vulnerável"
"Atya scabra","202096","Atya scabra","Atyidae",,,"V","Vulnerável"
"Brycon devillei","246716","Brycon devillei","Bryconidae",,,"CR","Criticamente em Perigo"
"Carcharhinus porosus","128532","Carcharhinus porosus","Carcharhinidae",,,"V","Vulnerável"
"Ginglymostoma cirratum","264698","Ginglymostoma cirratum","Ginglymostomatidae",,,"V","Vulnerável"
"Pyrrhura cruentata (Wied, 1820)","175011","Pyrrhura cruentata","Psittacidae",,,"EN","Em Perigo"
"Callicebus personatus (É. Geoffroy, 1812)","178357","Callicebus personatus","Pitheciidae",,,"V","Vulnerável"
"Abrawayaomys ruschii Cunha & Cruz, 1979","251627","Abrawayaomys ruschii","Cricetidae",,,"CR","Criticamente em Perigo"
"Gramma brasiliensis","172639","Gramma brasiliensis","Grammatidae",,,"V","Vulnerável"
"Dasyophthalma vertebralis","137133","Dasyophthalma vertebralis","Nymphalidae",,,"CR","Criticamente em Perigo"
"Circus buffoni (Gmelin, 1788)","210237","Circus buffoni","Accipitridae","Animalia",,"V","Vulnerável"
"Popelairia langsdorffi (Temminck, 1821)",,,,,,"CR","Criticamente em Perigo"
"Hyaliris leptalina","136833","Hyalyris leptalina","Nymphalidae",,,"V","Vulnerável"
"Leopardus pardalis (Linnaeus, 1758)","195743","Leopardus pardalis","Felidae","Animalia",,"V","Vulnerável"
"Crax blumembachii Spix, 1825",,,,,,"CR","Criticamente em Perigo"
"Pecari tajacu (Linnaeus, 1758)","130576","Pecari tajacu","Tayassuidae",,,"V","Vulnerável"
"Rachoviscus graciliceps","233096","Rachoviscus graciliceps","Characidae",,,"CR","Criticamente em Perigo"
"Ranacephala hogei",,,,,,"EN","Em Perigo"
"Ramphodon naevius (Dumont, 1818)","147061","Ramphodon naevius","Trochilidae",,,"EN","Em Perigo"
"Xipholena atropurpurea (Wied, 1820)","155644","Xipholena atropurpurea","Cotingidae",,,"CR","Criticamente em Perigo"
"Celeus torquatus (Boddaert, 1783)","174479","Celeus torquatus","Picidae",,,"CR","Criticamente em Perigo"
"Hypoleria fallens",,,,,,"EN","Em Perigo"
"Crypturellus noctivagus (Wied, 1820)","139594","Crypturellus noctivagus","Tinamidae",,,"CR","Criticamente em Perigo"
"Fregata minor (Gmelin, 1789)","199717","Fregata minor","Fregatidae",,,"CR","Criticamente em Perigo"
"Glyphorinchus spirurus (Vieillot, 1819)","267916","Glyphorynchus spirurus","Dendrocolaptidae",,,"V","Vulnerável"
"Bothrops bilineata","152298","Bothrops bilineatus","Viperidae",,,"V","Vulnerável"
"Morphnus guianensis (Daudin, 1800)","241188","Morphnus guianensis","Accipitridae","Animalia",,"CR","Criticamente em Perigo"
"Episcada vitrea","262643","Episcada vitrea","Nymphalidae",,,"EN","Em Perigo"
"Sclerurus caudacutus (Vieillot, 1816)","227369","Sclerurus caudacutus","Scleruridae",,,"CR","Criticamente em Perigo"
"Pionus menstruus (Linnaeus, 1766)","206389","Pionus menstruus","Psittacidae",,,"V","Vulnerável"
"Phibalura flavirostris (Vieillot, 1816)","249579","Phibalura flavirostris","Cotingidae",,,"V","Vulnerável"
"Sporophila frontalis (Verreaux, 1869)","264571","Sporophila frontalis","Thraupidae","Animalia",,"CR","Criticamente em Perigo"
"Thoropa Petroliana","264314","Thoropa","Cycloramphidae",,,"CR","Criticamente em Perigo"
"Moschoneura methiymma",,,,,,"V","Vulnerável"
"Hoplometopus antillensis",,,,,,"V","Vulnerável"
"Odontophorus capueira (Spix, 1825)","246437","Odontophorus capueira","Odontophoridae",,,"EN","Em Perigo"
"Palaemon pandaliformis","255750","Palaemon (Palaemon) pandaliformis","Palaemonidae",,,"V","Vulnerável"
"Heraclides himeros himeros","256389","Heraclides himeros himeros","Papilionidae",,,"CR","Criticamente em Perigo"
"Macrobrachium jelski","193695","Macrobrachium jelskii","Palaemonidae",,,"V","Vulnerável"
"Muricea atlantica","149143","Muricea atlantica","Plexauridae",,,"V","Vulnerável"
"Nyctibius grandis (Gmelin, 1789)","261619","Nyctibius grandis","Nyctibiidae",,,"V","Vulnerável"
"Trichodactylus dentatus","267903","Trichodactylus dentatus","Trichodactylidae",,,"V","Vulnerável"
"Arawacus aethesa","273360","Arawacus aethesa","Lycaenidae",,,"V","Vulnerável"
"Brachyteles hypoxanthus (Kuhl, 1820)","137861","Brachyteles hypoxanthus","Atelidae",,,"CR","Criticamente em Perigo"
"Megaptera novaeangliae (Borowski, 1781)","171901","Megaptera novaeangliae","Balaenopteridae",,,"V","Vulnerável"
"Pionopsitta pileata (Scopoli, 1769)","206401","Pionopsitta pileata","Psittacidae",,,"V","Vulnerável"
"Hydromedusa maximiliani","170806","Hydromedusa maximiliani","Chelidae",,,"V","Vulnerável"
"Leucopternis polionota (Kaup, 1847)",,,,,,"V","Vulnerável"
"Hyaliris fiammeta",,,,,,"CR","Criticamente em Perigo"
"Caprimulgus hirundinaceus Spix, 1825",,,,,,"CR","Criticamente em Perigo"
