"Supplied Name","guid","scientificName","family","kingdom","family","status","statusSource","year"
"Byrsonima cydoniifolia A.Juss.","292110","Byrsonima cydoniifolia","Malpighiaceae",,"Malpighiaceae","VU","Vulnerável","2016"
"Eugenia disperma Vell.","340311","Eugenia disperma","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Habenaria umbraticola Barb.Rodr.","344334","Habenaria umbraticola","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Hybanthus velutinus Schulze-Menz","283125","Hybanthus velutinus","Violaceae",,"Violaceae","EN","Em Perigo","2016"
"Stenandrium diphyllum Nees","341291","Stenandrium diphyllum","Acanthaceae",,"Acanthaceae","EX","Extinta","2016"
"Mollinedia oligotricha Perkins","352097","Mollinedia oligotricha","Monimiaceae",,"Monimiaceae","EX","Extinta","2016"
"Acaena eupatoria Cham. & Schltdl.","392606","Acaena eupatoria","Rosaceae",,"Rosaceae","VU","Vulnerável","2016"
"Oxypetalum glaziovii (E.Fourn.) Fontella & Marquete","323733","Oxypetalum glaziovii","Apocynaceae",,"Apocynaceae","EN","Em Perigo","2016"
"Inga praegnans T.D.Penn.","325939","Inga praegnans","Fabaceae",,"Fabaceae","VU","Vulnerável","2016"
"Begonia larorum L.B.Sm. & Wassh.","326386","Begonia larorum","Begoniaceae",,"Begoniaceae","EX","Extinta","2016"
"Danthonia cirrata Hack. & Arechav.","276515","Danthonia cirrata","Poaceae",,"Poaceae","CR","Criticamente em Perigo","2016"
"Polygala molluginifolia A.St.-Hil.","349169","Polygala molluginifolia","Polygalaceae",,"Polygalaceae","EX","Extinta","2016"
"Syrrhopodon cryptocarpus Dozy & Molk.","360175","Syrrhopodon cryptocarpus","Calymperaceae",,"Calymperaceae","VU","Vulnerável","2016"
"Attalea oleifera Barb.Rodr.","284327","Attalea oleifera","Arecaceae",,"Arecaceae","VU","Vulnerável","2016"
"Hyptis uliginosa A.St.-Hil. ex Benth.","334157","Hyptis uliginosa","Lamiaceae",,"Lamiaceae","EX","Extinta","2016"
"Lafoensia nummularifolia A.St.-Hil.","335636","Lafoensia nummularifolia","Lythraceae",,"Lythraceae","VU","Vulnerável","2016"
"Paspalum acuminatum Raddi","277434","Paspalum acuminatum","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Symplocos atlantica Aranha","377858","Symplocos atlantica","Symplocaceae",,"Symplocaceae","EN","Em Perigo","2016"
"Doryopteris itatiaiensis (Fée) Christ","349753","Doryopteris itatiaiensis","Pteridaceae","Animalia","Pteridaceae","EN","Em Perigo","2016"
"Miconia macrothyrsa Benth.","322171","Miconia macrothyrsa","Melastomataceae",,"Melastomataceae","EN","Em Perigo","2016"
"Eugenia malacantha D.Legrand","340503","Eugenia malacantha","Myrtaceae",,"Myrtaceae","EN","Em Perigo","2016"
"Merostachys brevigluma Send.","277104","Merostachys brevigluma","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Eugenia cinerascens Gardner","340275","Eugenia cinerascens","Myrtaceae",,"Myrtaceae","NT","Em perigo","2016"
"Borreria pulchristipula (Bremek.) Bacigalupo & E.L.Cabral","295941","Borreria pulchristipula","Rubiaceae",,"Rubiaceae","VU","Vulnerável","2016"
"Pteroglossa hilariana (Cogn.) Garay","345576","Pteroglossa hilariana","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Hippeastrum striatum (Lam.) Moore","369804","Hippeastrum striatum","Amaryllidaceae",,"Amaryllidaceae","EN","Em Perigo","2016"
"Ocotea inhauba Coe-Teix.","387019","Ocotea inhauba","Lauraceae",,"Lauraceae","EX","Extinta","2016"
"Cambessedesia weddellii Naudin","321962","Cambessedesia weddellii","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2016"
"Octomeria wilsoniana Hoehne","344976","Octomeria wilsoniana","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Melica arzivencoi Valls & Barcellos","277077","Melica arzivencoi","Poaceae",,"Poaceae","CR","Criticamente em Perigo","2016"
"Ipomoea aprica House","330478","Ipomoea aprica","Convolvulaceae",,"Convolvulaceae","VU","Vulnerável","2016"
"Burmannia flava Mart.","376294","Burmannia flava","Burmanniaceae",,"Burmanniaceae","EX","Extinta","2016"
"Chytroglossa paulensis Edwall","343265","Chytroglossa paulensis","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Leandra umbellata DC.","338147","Leandra umbellata","Melastomataceae",,"Melastomataceae","EN","Em Perigo","2016"
"Polygala brasiliensis L.","327479","Polygala brasiliensis","Polygalaceae",,"Polygalaceae","EN","Em Perigo","2016"
"Alstroemeria caryophyllaea Jacq.","369539","Alstroemeria caryophyllaea","Alstroemeriaceae",,"Alstroemeriaceae","EW","EW","2016"
"Aechmea lingulata (L.) Baker","286484","Aechmea lingulata","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Peperomia rostulatiformis Yuncker","275042","Peperomia rostulatiformis","Piperaceae",,"Piperaceae","EX","Extinta","2016"
"Tibouchina schenckii Cogn.","339123","Tibouchina schenckii","Melastomataceae",,"Melastomataceae","EX","Extinta","2016"
"Valeriana organensis Gardner","282695","Valeriana organensis","Caprifoliaceae",,"Caprifoliaceae","CR","Criticamente em Perigo","2016"
"Sporobolus apiculatus Boechat & Longhi-Wagner","348969","Sporobolus apiculatus","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Rudgea parquioides (Cham.) Müll.Arg. subsp. hirsutissima Zappi","367846","Rudgea parquioides subsp. hirsutissima","Rubiaceae",,"Rubiaceae","EN","Em Perigo","2016"
"Paspalum macranthecium Parodi","348873","Paspalum macranthecium","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Cyrtopodium brandonianum Barb.Rodr.","343541","Cyrtopodium brandonianum","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Persea rigida Nees & Mart.","342546","Persea rigida","Lauraceae",,"Lauraceae","EN","Em Perigo","2016"
"Gaya guerkeana K. Schum.","336456","Gaya guerkeana","Malvaceae",,"Malvaceae","EX","Extinta","2016"
"Dioscorea loefgrenii R.Knuth","331584","Dioscorea loefgrenii","Dioscoreaceae",,"Dioscoreaceae","VU","Vulnerável","2016"
"Melanopsidium nigrum Colla","279608","Melanopsidium nigrum","Rubiaceae",,"Rubiaceae","VU","Vulnerável","2016"
"Araucaria angustifolia (Bertol.) Kuntze","353101","Araucaria angustifolia","Araucariaceae",,"Araucariaceae","EN","Em Perigo","2016"
"Nidularium jonesianum Leme","328237","Nidularium jonesianum","Bromeliaceae",,"Bromeliaceae","EX","Extinta","2016"
"Schlumbergera lutea Calvente & Brade subsp. bradei (Campos Porto & Castellanos) Calvente & Zappi","346573","Schlumbergera lutea subsp. bradei","Cactaceae",,"Cactaceae","VU","Vulnerável","2016"
"Ficus cyclophylla (Miq.) Miq.","339661","Ficus cyclophylla","Moraceae",,"Moraceae","VU","Vulnerável","2016"
"Cheilolejeunea grandibracteata Steph.","311057","Cheilolejeunea grandibracteata","Lejeuneaceae",,"Lejeuneaceae","EX","Extinta","2016"
"Zephyranthes candida (Lindl.) Herb.","351933","Zephyranthes candida","Amaryllidaceae",,"Amaryllidaceae","EN","Em Perigo","2016"
"Mesosetum ferrugineum (Trin.) Chase","277216","Mesosetum ferrugineum","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Aristida macrophylla Hack.","276004","Aristida macrophylla","Poaceae",,"Poaceae","EX","Extinta","2016"
"Cuphea arenarioides A. St.-Hil.","335500","Cuphea arenarioides","Lythraceae",,"Lythraceae","EN","Em Perigo","2016"
"Smilax lutescens Vell.","281082","Smilax lutescens","Smilacaceae",,"Smilacaceae","EX","Extinta","2016"
"Philodendron simonianum Sakur.","324623","Philodendron simonianum","Araceae",,"Araceae","VU","Vulnerável","2016"
"Doryopteris rediviva Fée","349784","Doryopteris rediviva","Pteridaceae","Animalia","Pteridaceae","VU","Vulnerável","2016"
"Elaphoglossum edwallii Rosenst.","347204","Elaphoglossum edwallii","Dryopteridaceae",,"Dryopteridaceae","VU","Vulnerável","2016"
"Miconia mendoncae Cogn.","338430","Miconia mendoncae","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2016"
"Plinia edulis (Vell.) Sobral","341678","Plinia edulis","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Phragmipedium vittatum (Vell.) Rolfe","348007","Phragmipedium vittatum","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Sphagnum bocainense H.A.Crum","362963","Sphagnum bocainense","Sphagnaceae",,"Sphagnaceae","VU","Vulnerável","2016"
"Myrcia diaphana (O.Berg) N.J.E.Silveira","341195","Myrcia diaphana","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Adenocalymma ubatubense Assis & Semir","381555","Adenocalymma ubatubense","Bignoniaceae",,"Bignoniaceae","CR","Criticamente em Perigo","2016"
"Vriesea platzmannii E.Morren","329075","Vriesea platzmannii","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Xanthosoma blandum Schott","331707","Xanthosoma blandum","Araceae",,"Araceae","VU","Vulnerável","2016"
"Crumenaria choretroides Mart. ex Reissek","349337","Crumenaria choretroides","Rhamnaceae",,"Rhamnaceae","VU","Vulnerável","2016"
"Miltonia clowesii Lindl.","344724","Miltonia clowesii","Orchidaceae",,"Orchidaceae","EX","Extinta","2016"
"Vriesea rubyae E.Pereira","329135","Vriesea rubyae","Bromeliaceae",,"Bromeliaceae","CR","Criticamente em Perigo","2016"
"Merostachys scandens Send.","277191","Merostachys scandens","Poaceae",,"Poaceae","CR","Criticamente em Perigo","2016"
"Pavonia distinguenda A.St.-Hil.","336668","Pavonia distinguenda","Malvaceae",,"Malvaceae","VU","Vulnerável","2016"
"Calyptranthes dryadica M.L.Kawas.","340011","Calyptranthes dryadica","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Guapira nitida (Mart. ex J.A.Schmidt) Lundell","341929","Guapira nitida","Nyctaginaceae",,"Nyctaginaceae","VU","Vulnerável","2016"
"Dichaea mosenii Cogn.","343572","Dichaea mosenii","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Trichocolea argentea Herzog","365347","Trichocolea argentea","Trichocoleaceae",,"Trichocoleaceae","EX","Extinta","2016"
"Calea acaulis Baker","388643","Calea acaulis","Asteraceae",,"Asteraceae","EX","Extinta","2016"
"Eriochloa distachya Kunth","348640","Eriochloa distachya","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Tontelea martiana (Miers) A.C.Sm.","329833","Tontelea martiana","Celastraceae",,"Celastraceae","EN","Em Perigo","2016"
"Senna paradictyon (Vogel) H.S.Irwin & Barneby","335289","Senna paradictyon","Fabaceae",,"Fabaceae","EX","Extinta","2016"
"Heteranthera reniformis Ruiz & Pav.","278413","Heteranthera reniformis","Pontederiaceae",,"Pontederiaceae","VU","Vulnerável","2016"
"Annona xylopiifolia A.St.-Hil. & Tul.","375262","Annona xylopiifolia","Annonaceae",,"Annonaceae","EX","Extinta","2016"
"Duguetia salicifolia R.E.Fr.","375507","Duguetia salicifolia","Annonaceae",,"Annonaceae","VU","Vulnerável","2016"
"Raddiella esenbeckii (Steud.) C.E.Calderón & Soderstr.","277803","Raddiella esenbeckii","Poaceae",,"Poaceae","EX","Extinta","2016"
"Genlisea violacea A.St.-Hil.","335011","Genlisea violacea","Lentibulariaceae",,"Lentibulariaceae","EX","Extinta","2016"
"Blumenbachia scabra (Miers) Urb.","335164","Blumenbachia scabra","Loasaceae",,"Loasaceae","EN","Em Perigo","2016"
"Eugenia peruibensis Mattos","340618","Eugenia peruibensis","Myrtaceae",,"Myrtaceae","EN","Em Perigo","2016"
"Neoregelia pontualii Leme","328079","Neoregelia pontualii","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Nidularium itatiaiae L.B.Sm.","328234","Nidularium itatiaiae","Bromeliaceae",,"Bromeliaceae","EX","Extinta","2016"
"Hymenachne donacifolia (Raddi) Chase","276900","Hymenachne donacifolia","Poaceae",,"Poaceae","CR","Criticamente em Perigo","2016"
"Myrceugenia venosa D.Legrand","341121","Myrceugenia venosa","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Campylopus surinamensis Müll. Hal.","360521","Campylopus surinamensis","Dicranaceae",,"Dicranaceae","VU","Vulnerável","2016"
"Sinningia araneosa Chautems","333079","Sinningia araneosa","Gesneriaceae",,"Gesneriaceae","VU","Vulnerável","2016"
"Tibouchina cinerea Cogn.","338919","Tibouchina cinerea","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2016"
"Alternanthera lanceolata (Benth.) Schinz","347034","Alternanthera lanceolata","Amaranthaceae",,"Amaranthaceae","VU","Vulnerável","2016"
"Asterostigma colubrinum Schott","329552","Asterostigma colubrinum","Araceae",,"Araceae","VU","Vulnerável","2016"
"Aristida circinalis Lindm.","275975","Aristida circinalis","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Schwenckia curviflora Benth.","281517","Schwenckia curviflora","Solanaceae",,"Solanaceae","EN","Em Perigo","2016"
"Aloina rigida (Hedw.) Limpr.","392526","Aloina rigida","Pottiaceae",,"Pottiaceae","VU","Vulnerável","2016"
"Neea verticillata Ruiz & Pay.","341997","Neea verticillata","Nyctaginaceae",,"Nyctaginaceae","EX","Extinta","2016"
"Utricularia warmingii Kam.","335104","Utricularia warmingii","Lentibulariaceae",,"Lentibulariaceae","EX","Extinta","2016"
"Xyris fallax Malme","298003","Xyris fallax","Xyridaceae",,"Xyridaceae","EN","Em Perigo","2016"
"Trichanthecium distichophyllum (Spreng.) Zuloaga & Morrone","335401","Trichanthecium distichophyllum","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Rhodospatha oblongata Poepp. & Endl.","324656","Rhodospatha oblongata","Araceae",,"Araceae","VU","Vulnerável","2016"
"Leandra dispar (Gardner) Cogn.","337827","Leandra dispar","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2016"
"Eugenia pruinosa D.Legrand","340668","Eugenia pruinosa","Myrtaceae",,"Myrtaceae","EN","Em Perigo","2016"
"Stemodia foliosa Benth.","275748","Stemodia foliosa","Plantaginaceae",,"Plantaginaceae","EX","Extinta","2016"
"Cordia trichoclada A.DC.","286416","Cordia trichoclada","Boraginaceae",,"Boraginaceae","VU","Vulnerável","2016"
"Lessingianthus reitzianus (Cabrera) H.Rob.","336971","Lessingianthus reitzianus","Asteraceae",,"Asteraceae","EN","Em Perigo","2016"
"Calea polycephala (Baker) H.Rob.","388674","Calea polycephala","Asteraceae",,"Asteraceae","VU","Vulnerável","2016"
"Peperomia adsurgens Yuncker","274743","Peperomia adsurgens","Piperaceae",,"Piperaceae","EX","Extinta","2016"
"Escallonia obtusissima A.St.-Hil.","332612","Escallonia obtusissima","Escalloniaceae",,"Escalloniaceae","EX","Extinta","2016"
"Eriotheca pubescens (Mart. & Zucc.) Schott & Endl.","313751","Eriotheca pubescens","Malvaceae",,"Malvaceae","VU","Vulnerável","2016"
"Tillandsia crocata (E.Morren) Baker","328592","Tillandsia crocata","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Cambessedesia pityrophylla (Mart. ex DC.) A.B.Martins","321951","Cambessedesia pityrophylla","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2016"
"Megalastrum wacketii (Rosenst. ex C.Chr.) A.R.Sm. & R.C.Moran","347457","Megalastrum wacketii","Dryopteridaceae",,"Dryopteridaceae","EN","Em Perigo","2016"
"Rustia angustifolia K.Schum.","280133","Rustia angustifolia","Rubiaceae",,"Rubiaceae","EN","Em Perigo","2016"
"Pouteria oxypetala T.D.Penn.","280922","Pouteria oxypetala","Sapotaceae",,"Sapotaceae","EN","Em Perigo","2016"
"Evolvulus stellariifolius Ooststr.","330463","Evolvulus stellariifolius","Convolvulaceae",,"Convolvulaceae","VU","Vulnerável","2016"
"Tibouchina versicolor (Lindl.) Cogn.","339173","Tibouchina versicolor","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2016"
"Anathallis gehrtii (Hoehne & Schltr.) F.Barros","342469","Anathallis gehrtii","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Cyclodictyon olfersianum (Hornsch.) Kuntze","362025","Cyclodictyon olfersianum","Pilotrichaceae",,"Pilotrichaceae","EX","Extinta","2016"
"Vriesea sparsiflora L.B.Sm.","354511","Vriesea sparsiflora","Bromeliaceae",,"Bromeliaceae","EX","Extinta","2016"
"Ocotea vaccinioides (Meisn.) Rohwer","334792","Ocotea vaccinioides","Lauraceae",,"Lauraceae","VU","Vulnerável","2016"
"Lessingianthus asteriflorus (Mart. ex DC.)","312674","Lessingianthus asteriflorus","Asteraceae",,"Asteraceae","EN","Em Perigo","2016"
"Epidendrum geniculatum Barb.Rodr.","343804","Epidendrum geniculatum","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Sloanea petalata D.Sampaio e V.C.Souza","385992","Sloanea petalata","Elaeocarpaceae",,"Elaeocarpaceae","EN","Em Perigo","2016"
"Isabelia virginalis Barb.Rodr.","344469","Isabelia virginalis","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Eugenia brunneopubescens Mazine","378961","Eugenia brunneopubescens","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Panopsis rubescens (Pohl) Rusby","278518","Panopsis rubescens","Proteaceae",,"Proteaceae","VU","Vulnerável","2016"
"Axonopus fastigiatus (Nees ex Trin.) Kuhlm.","276153","Axonopus fastigiatus","Poaceae",,"Poaceae","EX","Extinta","2016"
"Hyptis riparia Harley","360034","Hyptis riparia","Lamiaceae",,"Lamiaceae","EX","Extinta","2016"
"Buchnera amethystina Cham. & Schltdl.","346382","Buchnera amethystina","Orobanchaceae",,"Orobanchaceae","EX","Extinta","2016"
"Fernseea itatiaiae (Wawra) Baker","327730","Fernseea itatiaiae","Bromeliaceae",,"Bromeliaceae","EN","Em Perigo","2016"
"Ocotea mosenii Mez","339280","Ocotea mosenii","Lauraceae",,"Lauraceae","VU","Vulnerável","2016"
"Mascagnia divaricata (Kunth) Nied.","336050","Mascagnia divaricata","Malpighiaceae",,"Malpighiaceae","VU","Vulnerável","2016"
"Merostachys skvortzovii Send.","277198","Merostachys skvortzovii","Poaceae",,"Poaceae","EN","Em Perigo","2016"
"Nidularium campos-portoi (L.B.Sm.) Wand. & B.A.Moreira","351893","Nidularium campos-portoi","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Aristida subaequans Döll",,,,,,"EX","Extinta","2016"
"Vriesea neoglutinosa Mez","329016","Vriesea neoglutinosa","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Aristolochia odora Steud.","331660","Aristolochia odora","Aristolochiaceae",,"Aristolochiaceae","EX","Extinta","2016"
"Gomesa welteri (Pabst) M.W.Chase & N.H.Williams","385246","Gomesa welteri","Orchidaceae",,"Orchidaceae","VU","Vulnerável","2016"
"Xyris wawrae Heimerl.","369422","Xyris wawrae","Xyridaceae",,"Xyridaceae","EN","Em Perigo","2016"
"Stevia pohliana Baker","285839","Stevia pohliana","Asteraceae",,"Asteraceae","EX","Extinta","2016"
"Tibouchina herincquiana Cogn.","322515","Tibouchina herincquiana","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2016"
"Calyptranthes solitaria Sobral, O.Aguiar & Antunes","393442","Calyptranthes solitaria","Myrtaceae",,"Myrtaceae","VU","Vulnerável","2016"
"Taccarum peregrinum (Schott) Engl.","324686","Taccarum peregrinum","Araceae",,"Araceae","VU","Vulnerável","2016"
"Xyris fusca L.A.Nilsson","369302","Xyris fusca","Xyridaceae",,"Xyridaceae","EN","Em Perigo","2016"
"Austinia tenuinervis (Mitt.) Müll. Hal.","361605","Austinia tenuinervis","Myriniaceae",,"Myriniaceae","EX","Extinta","2016"
"Leandra eichleri Cogn.","337836","Leandra eichleri","Melastomataceae",,"Melastomataceae","VU","Vulnerável","2016"
"Agrostis lenis Roseng. et al.","275814","Agrostis lenis","Poaceae",,"Poaceae","VU","Vulnerável","2016"
"Nidularium rolfianum Leme","328168","Nidularium rolfianum","Bromeliaceae",,"Bromeliaceae","VU","Vulnerável","2016"
"Peperomia gardneriana Miq.","348417","Peperomia gardneriana","Piperaceae",,"Piperaceae","EX","Extinta","2016"
"Prestonia bahiensis Müll.Arg.","323926","Prestonia bahiensis","Apocynaceae",,"Apocynaceae","EX","Extinta","2016"
"Croton compressus Lam.","317943","Croton compressus","Euphorbiaceae",,"Euphorbiaceae","EN","Em Perigo","2016"
"Astraea cincta (Müll.Arg.) Caruzo & Cordeiro","357658","Astraea cincta","Euphorbiaceae",,"Euphorbiaceae","EX","Extinta","2016"
"Axonopus complanatus (Nees) Dedecca","294820","Axonopus complanatus","Poaceae",,"Poaceae","EX","Extinta","2016"
"Chamaecostus subsessilis (Nees & Mart.) C.Specht & D.W.Stev.","376414","Chamaecostus subsessilis","Costaceae",,"Costaceae","EX","Extinta","2016"
"Schlumbergera opuntioides (Loefgr. & Dusen) D.R.Hunt","368424","Schlumbergera opuntioides","Cactaceae",,"Cactaceae","VU","Vulnerável","2016"
"Erythroxylum cyclophyllum O.E.Schulz","332482","Erythroxylum cyclophyllum","Erythroxylaceae",,"Erythroxylaceae","EX","Extinta","2016"
"Alstroemeria plantaginea Mart. ex Schult & Schult. f.","369567","Alstroemeria plantaginea","Alstroemeriaceae",,"Alstroemeriaceae","EN","Em Perigo","2016"
"Virola bicuhyba (Schott ex Spreng.) Warb.","339810","Virola bicuhyba","Myristicaceae",,"Myristicaceae","EN","Em Perigo","2016"
"Merostachys polyantha McClure","277181","Merostachys polyantha","Poaceae",,"Poaceae","EN","Em Perigo","2016"
