"family";"scientificName";"statusSource";"status";"list";"dispLegal"
"Aeglidae";"Aegla perobae";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Accipitridae";"Pseudastur polionotus";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Lucanidae";"Scortizus maculatus";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Geoplanidae";"Geoplana picta";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Hylodidae";"Megaelosia goeldii";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Pimelodidae";"Steindachneridion scriptum";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Phallotorynus jucundus";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Hylidae";"Sphaenorhynchus orophilus";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Falconidae";"Falco rufigularis";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Neanuridae";"Furculanurida nessimiani";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Peridontosmella alba";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Entomobryidae";"Seira nunezae";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Molossidae";"Eumops auripendulus";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Dasypodidae";"Priodontes maximus";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Scarabaeidae";"Coprophanaeus (Metallophanaeus) pessoai";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Megalobulimidae";"Megalobulimus lopesi";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Thraupidae";"Sporophila maximiliani";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Bryconidae";"Brycon insignis";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Rhynchocyclidae";"Phylloscartes kronei";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Pomacanthidae";"Holacanthus tricolor";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Balaenopteridae";"Balaenoptera physalus";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Chelodesmidae";"Leodesmus yporangae";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Dipsadidae";"Philodryas mattogrossensis";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Brachycephalidae";"Ischnocnema gehrti";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Bucconidae";"Notharchus swainsoni";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Physeteridae";"Physeter macrocephalus";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Thraupidae";"Sporophila hypoxantha";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Syndesus schuberti";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Canidae";"Lycalopex gymnocercus";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Tyrannidae";"Culicivora caudacuta";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Icteridae";"Gnorimopsar chopi";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Diplodon greeffeanus";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Mugil hospes";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Scleruridae";"Geositta poeciloptera";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Carcharhinidae";"Carcharhinus plumbeus";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Carcharhinidae";"Carcharhinus leucas";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Rhynchocyclidae";"Hemitriccus furcatus";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Balaenopteridae";"Balaenoptera acutorostrata";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Thraupidae";"Cypsnagra hirundinacea";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Mesodesmatidae";"Mesodesma mactroides";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Hylidae";"Dendropsophus limai";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Furnariidae";"Clibanornis dendrocolaptoides";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Belonidae";"Strongylura marina";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Philosciidae";"Benthana iporangensis";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Tetraodontidae";"Sphoeroides pachygaster";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Cycloramphidae";"Cycloramphus izecksohni";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Didelphidae";"Monodelphis kunsi";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Sphyrnidae";"Sphyrna mokarran";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Prochilodontidae";"Prochilodus vimboides";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Megalobulimidae";"Megalobulimus lopesi";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Tropiduridae";"Stenocercus azureus";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Basileuterus leucophrys";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Riodinidae";"Xenandra heliodes dibapha";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Thamnophilidae";"Myrmotherula unicolor";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Tyrannidae";"Elaenia cristata";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Orecta lycidas";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Thraupidae";"Sporophila cinnamomea";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Potamolithus aff.";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Gymnophthalmidae";"Cercosaura schreibersii albostrigata";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Rhynchocyclidae";"Phylloscartes eximius";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Emballonuridae";"Peropteryx kappleri";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Trichomycterus florensis";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Hylidae";"Scinax atratus";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Selene ômer";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Halichondriidae";"Halichondria (Halichondria) tenebrica";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Dactyloidae";"Norops brasiliensis";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Rhynchocyclidae";"Phylloscartes paulista";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Potamolithus aff.";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Sternidae";"Thalasseus acuflavidus";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Sternidae";"Phaetusa simplex";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Cricetidae";"Thaptomys nigrita";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Cynoglossidae";"Symphurus tesselatus";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Styelidae";"Styela glans";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Veneridae";"Tivela mactroides";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Rhynchocyclidae";"Phylloscartes sylviolus";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Palaemonidae";"Macrobrachium heterochirus";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Sciaenidae";"Cynoscion jamaicensis";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Brachycephalus atelopoides";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Furnariidae";"Synallaxis scutata";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Dipsadidae";"Phalotris lativittatus";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Palaemonidae";"Macrobrachium acanthurus";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Apidae";"Scaptotrigona xanthotricha";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Teiidae";"Tupinambis palustris";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Megalobulimidae";"Megalobulimus fragilior";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Myrmecophagidae";"Myrmecophaga tridactyla";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Bembropidae";"Bembrops heterurus";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Thamnophilidae";"Myrmotherula minor";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Ariidae";"Aspistor luniscutis";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Trochilidae";"Heliactin bilophus";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Chrysomelidae";"Ensiforma caerulea";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Cricetidae";"Pseudoryzomys simplex";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Tijuca atra";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Alouatta clamitans";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Characidae";"Coptobrycon bilineatus";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Paralichthyidae";"Syacium micrurum";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Centropomidae";"Centropomus undecimalis";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Icteridae";"Procacicus solitarius";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Molossidae";"Eumops hansae";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Hypogastruridae";"Schoetella celiae";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Rallidae";"Micropygia schomburgkii";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Paralichthyidae";"Etropus longimanus";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Nymphalidae";"Scada karschina karschina";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Anatidae";"Nomonyx dominicus";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Thraupidae";"Pyrrhocoma ruficeps";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Hylodidae";"Hylodes mertensi";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Craugastoridae";"Barycholos ternetzi";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Columbidae";"Columbina minuta";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Phycidae";"Urophycis mystacea";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Scarabaeidae";"Phanaeus (Notiophanaeus) dejeani";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Mesodesmatidae";"Mesodesma mactroides";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Loricariidae";"Neoplecostomus botucatu";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Cerianthomorphe brasiliensis";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Sciaenidae";"Cynoscion virescens";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Littorinidae";"Littoraria angulifera";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Rhynchocyclidae";"Phylloscartes difficilis";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Hylidae";"Scinax canastrensis";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Echimyidae";"Clyomys laticeps";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Hylodidae";"Megaelosia jordanensis";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Delphinus capensis";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Entomobryidae";"Mastigoceras camponoti";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Rhynchocyclidae";"Poecilotriccus latirostris";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Furnariidae";"Cranioleuca obsoleta";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Haemulidae";"Boridia grossidens";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Neanuridae";"Pseudanurida sawayana";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Hemiramphus úcid";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Leopardus colocolo";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Polycitoridae";"Eudistoma clavatum";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Delphinidae";"Globicephala melas";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Dasyatidae";"Dasyatis hypostigma";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Tetraodontidae";"Lagocephalus laevigatus";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Paralichthyidae";"Cyclopsetta fimbriata";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Brachycephalidae";"Ischnocnema pusilla";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Dipsadidae";"Xenodon nattereri";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Rallidae";"Laterallus xenopterus";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Tyrannidae";"Myiopagis gaimardii";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Onychorhynchidae";"Onychorhynchus swainsoni";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Arrhopalites aff.";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Arthmius aff.";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Diplodon rotundus";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Asteriidae";"Coscinasterias tenuispina";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Dasyproctidae";"Dasyprocta leporina";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Molossidae";"Nyctinomops macrotis";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Timeidae";"Timea stellata";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Leptophlebiidae";"Perissophlebiodes flinti";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Mycetopodidae";"Fossula fossiculifera";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Syrbatus aff.";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Bryconidae";"Brycon nattereri";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Galbulidae";"Jacamaralcyon tridactyla";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Myliobatidae";"Mobula tarapacana";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Thraupidae";"Sporophila falcirostris";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Myliobatidae";"Myliobatis goodei";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Hylidae";"Scinax caldarum";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Onuphidae";"Diopatra cuprea";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Strigidae";"Bubo virginianus";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Olpiidae";"Progarypus nigrimanus";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Pipridae";"Neopelma pallescens";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Hylodidae";"Crossodactylus gaudichaudii";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Pinguipedidae";"Pseudopercis semifasciata";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Achiridae";"Achirus declivis";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Hylodidae";"Crossodactylus grandis";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Engraulidae";"Anchoviella brevirostris";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Halella aff.";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Siphonopidae";"Microcaecilia supernumeraria";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Brachystomellidae";"Brachystomella agrosa";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Megasoma aff.";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Riodinidae";"Mesosemia acuta";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Rallidae";"Aramides mangle";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Dermochelyidae";"Dermochelys coriacea";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Volutidae";"Adelomelon beckii";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Phyllostomidae";"Diaemus youngii";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Cynoglossidae";"Symphurus ginsburgi";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Polycitoridae";"Eudistoma clavatum";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Rhinocricidae";"Rhinocricus padbergi";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Viperidae";"Bothrops neuwiedi";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Viperidae";"Bothrops mattogrossensis";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Diodontidae";"Diodon holocanthus";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Tonnidae";"Tonna galea";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Accipitridae";"Accipiter superciliosus";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Hylodidae";"Megaelosia bocainensis";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"";"Citharichthys arenaceus";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Thraupidae";"Paroaria capitata";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Cotingidae";"Carpornis melanocephala";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Apodidae";"Cypseloides senex";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Cracidae";"Crax fasciolata";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Echimyidae";"Euryzygomatomys spinosus";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Trichomycteridae";"Homodiaetus graciosa";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Pyuridae";"Pyura mariscata";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Branchiostomidae";"Branchiostoma platae";"Quase Ameaçada";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Tyrannidae";"Polystictus pectoralis";"Em perigo";"NT";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
"Cynoglossidae";"Symphurus kyaropterygium";"Dados Insuficientes";"DD";"Lista Flora Ameacada Sao Paulo";"Resolucao SMA 57/2016"
