"family";"scientificName";"statusSource";"status";"list";"dispLegal"
"Bromeliaceae";"Aechmea glandulosa";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Chromolaena alvimii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Turneraceae";"Turnera stenophylla";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Loranthaceae";"Psittacanthus salvadorensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Typhlops amoipira";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Turneraceae";"Turnera harleyi";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Lasiolaena santosii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Mikania amorimii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Tropidophiidae";"Tropidophis grapiuna";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Eriocaulaceae";"Paepalanthus umbrosus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Arrojadocharis praxeloides";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia latibracteolata";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Gaya monosperma";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cactaceae";"Melocactus paucispinus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Phytolaccaceae";"Microtea bahiensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Mimosa palmetorum";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Gymnophthalmidae";"Acratosaura spinosa";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Oxalidaceae";"Oxalis bela-vitoriae";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bignoniaceae";"Mansoa longicalyx";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia stipularis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Swartzia pinheiroana";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Apocynaceae";"Matelea santosii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Bertolonia bullata";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Ochnaceae";"Luxemburgia diciliata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Rubiaceae";"Mitracarpus anthospermoides";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Turneraceae";"Piriqueta flammea";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Marlierea verticillaris";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Gymnophthalmidae";"Procellosaurinus erythrocercus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Tillandsia heubergeri";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lauraceae";"Ocotea ramosissima";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Velloziaceae";"Vellozia religiosa";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Scherya bahiensis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Agrianthus myrtoides";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia almasana";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Agrianthus pungens";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Doradidae";"Kalyptodoras bahiensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Orthophytum mucugense";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Gymnophthalmidae";"Dryadosaura nordestina";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia cauliflora";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia cracens";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Gymnophthalmidae";"Nothobachia ablephara";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Iridaceae";"Neomarica floscella";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Canistrum fosterianum";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Lymania marantoides";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Stylotrichium rotundifolium";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Hasemania piatan";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Chamaecrista sincorana";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Microlicia amblysepala";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Ayenia noblickii";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cucurbitaceae";"Fevillea bahiensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Myrcia felisbertii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Aechmea farinosa";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Hieracium stannardii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Turneraceae";"Turnera uleana";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Convolvulaceae";"Ipomoea serrana";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Moldenhawera luschnathiana";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Atractantha cardinalis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Apochloa bahiensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Mimosa morroensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Microlicia noblickii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Begoniaceae";"Begonia paganucci";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Turneraceae";"Piriqueta crenata";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Turneraceae";"Piriqueta assuruensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Melochia illicioides";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Loasaceae";"Aosa gilgiana";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Eugenia laxa";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Sida itaparicana";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Hohenbergia hatschbachii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Amphisbaenidae";"Amphisbaena frontalis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lamiaceae";"Vitex hypoleuca";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Myrcia spathulifolia";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Vriesea chapadensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Meliaceae";"Trichilia florbranca";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Algernonia pardina";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Ronnbergia neoregelioides";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Stylotrichium edmundoi";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lauraceae";"Persea glabra";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Ronnbergia silvana";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Calliandra ganevii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Senegalia ricoae";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Mimosa hirsuticaulis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Aechmea mollis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Microlicia blanchetiana";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lamiaceae";"Oocephalus halimifolius";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cactaceae";"Melocactus azureus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Marcetia oxycoccoides";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Rubiaceae";"Guettarda paludosa";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Eremanthus hatschbachii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Marantaceae";"Maranta tuberculata";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Calliandra stelligera";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Lychnophora santosii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Inga aptera";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Apocynaceae";"Metastelma giuliettianum";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lamnidae";"Isurus paucus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Orchidaceae";"Cattleya aclandiae";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Acanthaceae";"Schaueria marginata";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Amaranthaceae";"Gomphrena nigricans";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia longipedunculata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Hohenbergia lemei";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Aechmea echinata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Rutaceae";"Neoraputia calliantha";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Characidae";"Kolpotocheirodon figueiredoi";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Erythroxylaceae";"Erythroxylum petrae-caballi";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Apocynaceae";"Matelea morilloana";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lauraceae";"Ocotea thinicola";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Labridae";"Scarus zelindae";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Psittacidae";"Anodorhynchus leari";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Chamaecrista depauperata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Gymnophthalmidae";"Calyptommatus leiolepis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Marcetia shepherdii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Eriocaulaceae";"Comanthera bahiensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Xyridaceae";"Xyris mertensiana";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Tropiduridae";"Eurolophosaurus divaricatus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Commelinaceae";"Dichorisandra ordinatiflora";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Verbenaceae";"Stachytarpheta lychnitis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Chamaecrista compitalis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Myrcia thomasii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Orchidaceae";"Cattleya kerrii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Thiaridae";"Aylacostoma crenocarina";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Physeteridae";"Physeter macrocephalus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Sapotaceae";"Manilkara multifida";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Eriocaulaceae";"Comanthera curralensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Acanthaceae";"Schaueria pyramidalis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Andira marauensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Chamaecrista botryoides";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Diplommatinidae";"Habeas corpus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Chamaecrista glaucofilix";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malvaceae";"Pavonia macrobracteolata";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Dipsadidae";"Apostolepis gaboi";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Trichomycteridae";"Ituglanis cahyensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Eriocaulaceae";"Comanthera lanosa";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Portea alatisepala";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Senecio almasensis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Verbenaceae";"Stachytarpheta guedesii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Chamaecrista salvatoris";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Euphorbiaceae";"Cnidoscolus calyptrodontus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Commelinaceae";"Dichorisandra interrupta";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Turneraceae";"Turnera albicans";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lentibulariaceae";"Utricularia blanchetii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Rubiaceae";"Coccocypselum bahiense";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Scombridae";"Thunnus obesus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Dipsadidae";"Caaeteboia amarali";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Aechmea discordiae";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bignoniaceae";"Amphilophium perbracteatum";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Odontostomidae";"Anctus laminiferus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Xyridaceae";"Xyris glochidiata";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Eugenia rosea";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Raddia angustifolia";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Rivulidae";"Hypsolebias mediopapillatus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Araeococcus sessiliflorus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Rutaceae";"Andreadoxa flava";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Trichanthecium noterophylum";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Aechmea turbinocalyx";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Microlicia morii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Passifloraceae";"Passiflora igrapiunensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Apocynaceae";"Metastelma harleyi";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Gesneriaceae";"Sinningia macrophylla";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Poaceae";"Renvoizea sacciolepoides";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Polygalaceae";"Securidaca revoluta";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Orchidaceae";"Epidendrum garciae";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Iridaceae";"Neomarica eburnea";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lamiaceae";"Eriope anamariae";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Stylotrichium hortensiae";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Calliandra geraisensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Canistrum camacaense";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Microlicia harleyi";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Marantaceae";"Stromanthe bahiensis";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Velloziaceae";"Vellozia caudata";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Plantaginaceae";"Angelonia verticillata";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Marcetia formosa";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Chrysobalanaceae";"Couepia bondarii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Bromeliaceae";"Alcantarea nahoumii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Lamiaceae";"Oocephalus pauciflorus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Myrtaceae";"Myrcia abrantea";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Inga conchifolia";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Tropiduridae";"Tropidurus hygomi";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Commelinaceae";"Dichorisandra saxatilis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Odontostomidae";"Anctus angiostomus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Araceae";"Philodendron pachyphyllum";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malpighiaceae";"Heteropterys aliciae";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Iridaceae";"Neomarica brachypus";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cucurbitaceae";"Apodanthera hindii";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cactaceae";"Arrojadoa bahiensis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Lychnophora regis";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Asteraceae";"Lychnophora sericea";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Rutaceae";"Almeidea coerulea";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Microlicia petasensis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cactaceae";"Discocactus zehntneri";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Fabaceae";"Chamaecrista anamariae";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cyperaceae";"Hypolytrum bahiense";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Pomatiopsidae";"Spiripockia punctata";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Acanthaceae";"Lepidagathis cuneiformis";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Malpighiaceae";"Amorimia candidae";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Acanthaceae";"Justicia antirrhina";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Dipsadidae";"Oxyrhopus clathratus";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Melastomataceae";"Marcetia alba";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Dipsadidae";"Dipsas sazimai";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"";"Myrcia ramiflora";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Ebenaceae";"Diospyros scottmorii";"Em Perigo";"EN";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Cyperaceae";"Abildgaardia papillosa";"Criticamente em Perigo";"CR";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
"Annonaceae";"Hornschuchia polyantha";"Vulnerável";"VU";"Lista Flora Ameacada Bahia";"Portaria SEMA-BA 40/2017"
