"Familia";"Nome_Cientifico";"Categoria";"Cod.";"Fonte";"Lista";"Dispositivo_Legal"
"Eriocaulaceae";"Syngonanthus dealbatus";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Velloziaceae";"Vellozia lilacina";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Blechnaceae";"Blechnum organense";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Myrtaceae";"Calyptranthes pteropoda";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Melastomataceae";"Ossaea warmingiana";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Cactaceae";"Pilosocereus fulvilanatus subsp. rosae";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Asteraceae";"Heterocoma albida";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Psittacidae";"Pionopsitta pileata";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Orchidaceae";"Sophronitis longipes";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Alstroemeriaceae";"Alstroemeria stenopetala";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Bromeliaceae";"Vriesea stricta";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Bromeliaceae";"Fernseea itatiaiae";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Cactaceae";"Uebelmannia gummifera";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Ochnaceae";"Luxemburgia angustifolia";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Eriocaulaceae";"Paepalanthus ater";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Myrtaceae";"Myrciaria sericea";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Asteraceae";"Minasia scapigera";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Verbenaceae";"Lippia felippei";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Convolvulaceae";"Ipomoea argentea";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Verbenaceae";"Lippia primulina";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Myrtaceae";"Myrceugenia brevipedicellata";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Verbenaceae";"Stachytarpheta commutata";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Anemiaceae";"Anemia retroflexa";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Apocynaceae";"Minaria bifurcata";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Aquifoliaceae";"Ilex prostrata";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Apocynaceae";"Minaria grazielae";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Phyllostomidae";"Lionycteris spurrelli";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Gymnomitriaceae";"Marsupella microphylla";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Malpighiaceae";"Heteropterys arenaria";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Asteraceae";"Baccharis multisulcata";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Orchidaceae";"Sophronitis fournieri";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Araliaceae";"Schefflera fruticosa";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Psittacidae";"Ara ararauna";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Bromeliaceae";"Orthophytum humile";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"";"Simpsonichthys similis";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Asteraceae";"Richterago polymorpha";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Asteraceae";"Mikania alvimii";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Pteridaceae";"Pellaea cymbiformis";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"";"Vernonia sessilifolia";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Velloziaceae";"Vellozia subalata";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Arecaceae";"Syagrus mendanhensis";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Xyridaceae";"Xyris tortilis";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Fringillidae";"Euphonia chalybea";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Alstroemeriaceae";"Alstroemeria penduliflora";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Psittacidae";"Amazona farinosa";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Apocynaceae";"Ditassa longisepala";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"";"Styrax aurea";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Adelotheciaceae";"Adelothecium bogotense";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"";"Cebus robustus";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Eriocaulaceae";"Paepalanthus glaziovii";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Orobanchaceae";"Nothochilus coccineus";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Acanthaceae";"Stenandrium hatschbachii";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Velloziaceae";"Burlemarxia pungens";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Asteraceae";"Lychnophora pohlii";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Asteraceae";"Richterago conduplicata";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Orchidaceae";"Cattleya warneri";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"";"Pseudotrimezia brevistaminea";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Melastomataceae";"Tibouchina ademarii";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Xyridaceae";"Xyris nigricans";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Eriocaulaceae";"Syngonanthus helminthorrhizus";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Eriocaulaceae";"Actinocephalus falcifolius";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Marattiaceae";"Danaea leprieurii";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Cyperaceae";"Bulbostylis tenuifolia";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Xyridaceae";"Xyris cipoensis";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Heliconiaceae";"Heliconia aemygdiana";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Siparunaceae";"Siparuna espinhacensis";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Dryopteridaceae";"Stigmatopteris tyucana";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Melastomataceae";"Microlicia pseudoscoparia";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Fabaceae";"Mimosa minarum";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Cactaceae";"Cereus mirabella";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Fabaceae";"Machaerium floridum";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Eriocaulaceae";"Paepalanthus canastrensis";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Gentianaceae";"Senaea coerulea";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Cyperaceae";"Cryptangium humile";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Apocynaceae";"Ditassa refractifolia";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Bromeliaceae";"Aechmea alba";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Iridaceae";"Sisyrinchium luzula";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Cactaceae";"Arthrocereus melanurus subsp. magnus";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Anemiaceae";"Anemia espiritosantensis";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Eriocaulaceae";"Actinocephalus cabralensis";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Tinamidae";"Crypturellus variegatus";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Fabaceae";"Mimosa leprosa";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Eriocaulaceae";"Paepalanthus digitiformis";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Orchidaceae";"Pelexia parva";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Iridaceae";"Pseudotrimezia pumila";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Scrophulariaceae";"Buddleja speciosissima";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Convolvulaceae";"Merremia aturensis";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Solanaceae";"Cestrum viminale";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Lindsaeaceae";"Lindsaea virescens var. virescens";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Melastomataceae";"Microlicia inquinans";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Bromeliaceae";"Alcantarea odorata";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Apocynaceae";"Minaria inconspicua";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Araliaceae";"Schefflera lucumoides";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Bromeliaceae";"Vriesea arachnoidea";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Asteraceae";"Chresta pycnocephala";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Malpighiaceae";"Thryallis latifolia";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Bromeliaceae";"Vriesea minarum";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Melolonthidae";"Strategus centaurus";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Bromeliaceae";"Dyckia sordida";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Rubiaceae";"Staelia hatschbachii";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Lejeuneaceae";"Blepharolejeunea incongrua";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Melastomataceae";"Marcetia hatschbachii";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Asteraceae";"Symphyopappus uncinatus";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Asteraceae";"Aspilia jolyana";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Cyperaceae";"Scleria alpina";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Symplocaceae";"Symplocos microstyla";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Trogonidae";"Trogon collaris";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Cactaceae";"Arthrocereus melanurus subsp. melanurus";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Bromeliaceae";"Nidularium purpureum";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Glossoscolecidae";"Fimoscolex sporodochaetus";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Orchidaceae";"Cyrtopodium caiapoense";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Lycopodiaceae";"Huperzia badiniana";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Lauraceae";"Ocotea porosa";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Lythraceae";"Diplusodon kielmeyeroides";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Bromeliaceae";"Aechmea vanhoutteana";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Amaryllidaceae";"Hippeastrum morelianum";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Gesneriaceae";"Vanhouttea hilariana";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Eriocaulaceae";"Leiothrix gomesii";"Extinta";"EX";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Dennstaedtiaceae";"Paesia glandulosa";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Salicaceae";"Azara uruguayensis";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Orobanchaceae";"Esterhazya caesarea";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Eriocaulaceae";"Paepalanthus longicaulis";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Burseraceae";"Trattinnickia ferruginea";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Rutaceae";"Esenbeckia irwiniana";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Orchidaceae";"Pseudolaelia cipoensis";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Lycopodiaceae";"Huperzia treitubensis";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Thelypteridaceae";"Thelypteris stierii";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Selaginellaceae";"Selaginella microphylla";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Asteraceae";"Acritopappus subtomentosus";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Eriocaulaceae";"Paepalanthus caparoensis";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Dryopteridaceae";"Polybotrya sorbifolia";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"";"Rhynchostegium microthamnioides";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Lecythidaceae";"Lecythis schwackei";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Apocynaceae";"Ditassa itambensis";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Asteraceae";"Elephantopus biflorus";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"";"Simpsonichthys auratus";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Isoetaceae";"Isoetes gigantea";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Bromeliaceae";"Nidularium azureum";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Bromeliaceae";"Neoregelia chlorosticta";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Orchidaceae";"Bifrenaria charlesworthii";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Fabaceae";"Mimosa barretoi";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Lythraceae";"Diplusodon aggregatifolius";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Verbenaceae";"Lippia rhodocnemis";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Alstroemeriaceae";"Alstroemeria plantaginea";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"";"Micranthocereus auriazureus";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"";"Simpsonichthys magnificus";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Fabaceae";"Chamaecrista deltoidea";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Convolvulaceae";"Ipomoea macedoi";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Gesneriaceae";"Paliavana tenuiflora";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Cyperaceae";"Lagenocarpus bracteosus";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Gesneriaceae";"Besleria meridionalis";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Gesneriaceae";"Nematanthus wiehleri";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"";"Eupatorium sagittiferum";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Cactaceae";"Uebelmannia pectinifera";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Hylidae";"Scinax caldarum";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Lycopodiaceae";"Huperzia aqualupiana";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"";"Philodryas oligolepis";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Bignoniaceae";"Jacaranda racemosa";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Fabaceae";"Inga tenuis";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Poaceae";"Chusquea caparaoensis";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Gesneriaceae";"Sinningia warmingii";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"";"Simpsonichthys ocellatus";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Eriocaulaceae";"Leiothrix propinqua";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"";"Lophocolea quadridentata";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Anemiaceae";"Anemia glareosa";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Ericaceae";"Gaylussacia setosa";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Xyridaceae";"Xyris hystrix";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Marantaceae";"Maranta parvifolia";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Lycopodiaceae";"Huperzia rostrifolia";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Bromeliaceae";"Vriesea longistaminea";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Melastomataceae";"Microlicia juniperina";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Orchidaceae";"Cyrtopodium cipoense";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Fabaceae";"Chamaecrista lagotois";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Xyridaceae";"Xyris consanguinea";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Asteraceae";"Mikania pilosa";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Verbenaceae";"Lantana rubella";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Cactaceae";"Rhipsalis paradoxa subsp. septentrionalis";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Orchidaceae";"Sophronitis lundii";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Bromeliaceae";"Alcantarea hatschbachii";"Extinta";"EX";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Lycopodiaceae";"Lycopodium assurgens";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Asteraceae";"Vernonia spixiana";"Em Perigo";"EN";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Cactaceae";"Cipocereus crassisepalus";"Vulnerável";"VU";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
"Orchidaceae";"Stelis deregularis";"Criticamente em Perigo";"CR";"MG";"Lista Flora Ameaçada Minas Gerais";"Deliberação COPAM 367/2008"
