"nome_cientifico";"status_conservacao";"fonte";"lista";"dispositivo_legal"
"Gaylussacia caparoensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Gaylussacia centunculifolia";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Gaylussacia harleyi";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Gaylussacia oleifolia";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Gaylussacia pruinosa";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Gaylussacia retivenia";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Gaylussacia setosa";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Actinocephalus cipoensis";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Actinocephalus claussenianus";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Comanthera bahiensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Comanthera brasiliana";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Comanthera elegans";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Comanthera harleyi";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Comanthera mucugensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Leiothrix echinocephala";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Paepalanthus ater";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Paepalanthus hydra";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Syngonanthus itambeensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Syngonanthus laricifolius";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Erythroxylum bezerrae";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Erythroxylum catharinense";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Erythroxylum compressum";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Erythroxylum leal-costae";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Erythroxylum mattos-silvae";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Erythroxylum membranaceum";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Erythroxylum nelson-rosae";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Erythroxylum pauferrense";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Erythroxylum petrae-caballi";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Erythroxylum tianguanum";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Escallonia obtusissima";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Escallonia petrophila";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Adenophaedra cearensis";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Algernonia dimitrii";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Algernonia kuhlmannii";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Astraea cincta";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Bernardia confertifolia";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Bernardia crassifolia";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Caperonia buettneriacea";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Chiropetalum foliosum";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Chiropetalum gymnadenium";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Croton leptobotryus";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Dalechampia purpurata";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Dalechampia riparia";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Euphorbia appariciana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Euphorbia attastoma";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Euphorbia crossadenia";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Euphorbia gymnoclada";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Euphorbia holochlorina";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Manihot procumbens";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Aeschynomene fructipendula";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Aeschynomene laca-buendiana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Albizia burkartiana";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Albizia glabripetala";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Amburana acreana";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Apuleia leiocarpa";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Arachis villosa";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Bauhinia integerrima";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Caesalpinia echinata";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Calliandra carrascana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Centrolobium paraense";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Centrosema carajasense";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Chamaecrista anamariae";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Chamaecrista atroglandulosa";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Chamaecrista catolesensis";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Chamaecrista cipoana";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Chamaecrista fodinarum";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Chamaecrista lagotois";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Chamaecrista stillifera";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Chamaecrista tephrosiifolia";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Chamaecrista ulmea";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Dalbergia elegans";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Dalbergia nigra";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Desmodium craspediferum";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Dimorphandra wilsonii";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Gleditsia amorphoides";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Harpalyce lanata";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Harpalyce parvifolia";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hymenaea parvifolia";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hymenolobium excelsum";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Inga aptera";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Inga arenicola";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Inga enterolobioides";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Inga grazielae";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Inga maritima";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Inga mendoncaei";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Inga pedunculata";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Inga platyptera";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Inga pleiogyna";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Inga praegnans";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Inga suborbicularis";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Inga unica";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Lathyrus acutifolius";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Lathyrus paraguariensis";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Leucochloron foederale";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Leucochloron minarum";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Lupinus coriaceus";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Lupinus decurrens";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Lupinus laevigatus";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Machaerium obovatum";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Macrosamanea prancei";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Melanoxylon brauna";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa acroconica";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa adamantina";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa balduinii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa barretoi";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa bathyrrhena";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa bombycina";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa catharinensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa chrysastra";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa hatschbachii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa heringeri";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa involucrata";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa leprosa";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa lithoreas";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa macedoana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa mensicola";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa montis-carasae";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa myuros";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa paucifolia";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa psittacina";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa skinneri var. carajarum";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa suburbana";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa thomista";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa uniceps";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mimosa urticaria";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Moldenhawera papillanthera";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Neptunia pubescens";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Peltogyne maranhensis";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sellocharis paradoxa";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Swartzia glazioviana";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Swartzia linharensis";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Tachigali beaurepairei";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Vicia pampicola";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Vouacapoua americana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Zollernia magnifica";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mostuea muricata";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Prepusa hookeriana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Prepusa viridiflora";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Senaea coerulea";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Senaea janeirensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Zygostigma australe";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Besleria umbrosa";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Codonanthe carnosa";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Codonanthe venosa";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Goyazia petraea";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Nematanthus monanthos";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Paliavana werdermannii";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia aghensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia araneosa";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia carangolensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia cardinalis";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia cochlearis";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia defoliata";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia glazioviana";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia guttata";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia harleyi";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia hatschbachii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia hirsuta";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia iarae";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia insularis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia kautskyi";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia lindleyi";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia lineata";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia micans";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia piresiana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia rupicola";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia striata";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia tuberosa";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia valsuganensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sinningia villosa";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Sphaerorrhiza burchellii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Vanhouttea lanata";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Vanhouttea leonii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Vanhouttea pendula";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Gunnera herteri";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Braunia plicata";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Humiriastrum spiritu-sancti";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hymenophyllum sampaioanum";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hymenophyllum silveirae";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hypericum mutilum";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Pseudotrimezia brevistamina";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Pseudotrimezia concava";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Pseudotrimezia elegans";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Pseudotrimezia gracilis";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Pseudotrimezia synandra";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Pseudotrimezia tenuissima";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Trimezia exillima";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Trimezia fistulosa";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Trimezia fistulosa var. longifolia";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Trimezia plicatifolia";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Isoetes bradei";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Jungermannia decolor";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cyanocephalus apertiflorus";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cyanocephalus caprariifolius";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cyanocephalus delicatulus";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cyanocephalus digitatus";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cyanocephalus tagetifolius";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cyanocephalus viaticus";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Eriope anamariae";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Eriope blanchetii";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Eriope crassipes subsp. cristalinae";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Eriope luetzelburgii";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Eriope machrisae";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Eriope obovata var. gracilis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hypenia aristulata";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hypenia crispata";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hypenia micrantha";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hypenia subrosea";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hyptidendron claussenii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hyptidendron conspersum";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hyptis alpestris";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hyptis angustifolia";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hyptis arenaria";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hyptis bahiensis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hyptis colligata";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hyptis cruciformis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hyptis frondosa";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hyptis hamatidens";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hyptis imbricatiformis";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hyptis pachyphylla";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hyptis penaeoides";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Hyptis rhypidiophylla";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Leptohyptis pinheiroi";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Martianthus sancti-gabrielii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Medusantha carvalhoi";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Oocephalus piranii";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Aiouea benthamiana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Aiouea bracteata";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Aiouea lehmannii";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Aniba ferrea";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Aniba rosaeodora";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Aniba santalodora";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Beilschmiedia rigida";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cinnamomum erythropus";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cinnamomum hatschbachii";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Cinnamomum quadrangulum";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Dicypellium caryophyllaceum";"Criticamente em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mezilaurus itauba";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Mezilaurus navalium";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Nectandra barbellata";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Nectandra grisea";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Nectandra paranaensis";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Ocotea basicordatifolia";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Ocotea beulahiae";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Ocotea beyrichii";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Ocotea bragai";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Ocotea catharinensis";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Ocotea confertiflora";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Ocotea cryptocarpa";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Ocotea felix";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Ocotea mosenii";"Vulnerável";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Ocotea odorifera";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Ocotea porosa";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
"Ocotea serrana";"Em Perigo";"Portaria 443";"Lista Portaria 443";"Portaria MMA 443/2014"
